Z,2022-07-06,2022-08-02,2022-08-17,2022-09-06,2022-10-06,2022-11-04,2022-12-01,2023-01-19,2023-02-08,2023-03-08,2023-04-16,2023-05-17,2023-06-07,2023-07-03,2023-08-02,2023-09-06,2023-10-04,2023-11-14,2023-12-13,2024-02-09,2024-03-19,2024-04-16,2024-05-14,2024-06-04,2024-08-07,2024-09-04,2024-10-09,2024-11-13
-2.7,382.61149009567106,384.733546333284,277.7657972417076,347.22515833779914,244.12623855811486,510.28959474217913,305.3897122876758,361.0500449652448,304.13760813514995,386.40427827878233,386.4488797649931,381.9262104384332,365.1948746543855,318.45790302842664,348.4431642871787,368.0067498197243,391.29769696644917,513.2703171898669,270.55253260084663,416.29313793514774,504.6444922764412,487.706044418879,478.8130255230584,498.55308739985605,365.7049186482578,137.41058540469152,636.243955132781,364.10308494525856
-2.6,424.93217354322076,305.33601911566257,373.59094634284946,367.7919349789046,279.6655635765017,564.3719997893368,359.1930611861095,362.19753036161245,356.5375559769509,444.5511482820208,441.19473994336374,434.1351391296999,263.4432197468481,345.40949992944854,386.73189877377575,409.77191300634536,441.61806828251093,355.5575225641512,227.21165493628735,436.05260453348586,562.7943792437796,544.255377685339,534.6610820965482,556.0054801439449,315.2620056265065,126.47879152964893,575.419515291008,291.0813482491682
-2.5,471.1891459038751,328.65679874097725,405.1994004787628,382.8795252009569,256.86921462538595,585.9438941127445,403.76409464849587,424.77415678074,400.31833598748545,495.8061480859772,494.5095842627815,486.53825710257115,273.3306898663855,436.9023035828717,465.2907097518265,457.43337163905994,487.52410366111087,345.5708715492513,202.8887639594011,426.0183104123958,605.2514424726119,588.440218423713,578.8083712530978,601.6884591084139,300.0962569799938,167.9730331496485,554.8149245966741,284.0383573823375
-2.4,469.6882382163428,389.2213336536792,349.25084566494775,358.61362721567707,250.99378341954966,534.4688505555374,370.58210011997926,416.14612087029025,365.0412950450291,487.26020493785137,487.7366805648209,480.129196390633,305.49415079751896,441.2610481315919,463.23324426285535,448.18794741920743,488.3839668633371,429.3427540738134,200.20211997843145,397.5236956428029,584.6863280897037,570.6186972026492,561.1329849366533,584.6157778767421,310.8335111428985,219.93768733192096,531.4682497356737,313.6840652676955
-2.3,438.94777576381847,330.8981714552706,303.6057525606523,326.9947978956219,309.86935105368417,448.80288940905916,319.86697724714736,344.3955680932839,312.2046547579469,443.3798901310675,440.59460421966827,435.7506403210409,263.68242976475943,380.8515325949988,406.32479395427714,402.845148393074,459.285014266413,366.3872506800828,181.8632433874527,371.418078203633,528.7645002449979,517.7332208490318,509.9185999658301,532.3025963152705,280.15852035070486,291.4495866061726,468.1171588255164,288.6986619086362
-2.2,415.80497891667693,306.7860885838069,285.9111317072412,307.3631473068347,376.5537223347148,420.0775712022387,316.1040104620801,349.0255052750882,309.24191777933896,421.22061834220017,418.0212363051858,415.6505285904252,296.7799703141317,389.2538743796613,405.73949426578554,397.8562356564139,447.1991700675516,278.28801541839294,197.3454633874786,350.2564284754923,487.19811815881246,478.9687612897801,473.5723977901102,493.94891603557454,288.3364067921209,320.41838700688106,417.155743172738,313.4588453183161
-2.1,378.51476396107137,304.64722731845507,256.0129049437668,302.8941619460189,382.9886939689402,396.4667997023113,309.7048600313171,324.0856325231408,300.72243368208467,379.2961252512757,380.2338305905753,380.2829454387797,320.1499530586979,373.2957585303715,388.8600672600085,381.8468643650566,420.8861496917261,256.55054928739673,250.90943975852142,336.26994086540645,443.8521201078319,437.170819184878,432.3822777917688,451.3688302125333,316.6377701323615,346.1025499951352,380.3637597954282,339.61426399603977
-2.0,341.0855460253666,222.52653114090356,247.11595496558698,321.3382295762355,300.8115133828617,366.72581449014086,295.2172401727545,284.1161589280194,279.46130697318046,334.1575387504182,335.2720028778518,336.92358304795556,234.7233344814422,311.6549749135458,333.94660969809036,354.58851165228975,379.2764889978116,184.4567700811365,270.25739184951846,326.7873991846864,395.8073290376681,390.5917831694814,385.79585249217155,403.4270196854879,242.00088634371335,381.31264833196155,347.5907471242796,229.27861216551864
-1.9,324.32955530080676,209.12591230163562,262.8961512620483,336.01744470782427,300.1863217138748,347.1414645577509,292.1306042009396,312.32680649954466,272.83559331332515,315.23973121816823,310.06644384967854,311.8556188822196,207.79553697874476,290.8344870281946,316.57458984227486,349.0986938032906,360.2744672242086,177.95778658448756,285.1070658473968,297.8416695461357,353.8821706832661,350.46470421706687,347.195119306948,362.4297627000632,200.39939324731583,339.5464618225218,327.1004823639771,184.05605618666164
-1.8,343.00071059331924,345.29911705697407,316.97542002416395,382.2888863750883,364.99932112650896,356.87386801040265,330.6204595785061,350.10925704908743,308.542862704732,334.6904752568698,322.5091069591783,324.03007958225777,314.058136583057,316.7365726958856,336.72643717995385,366.80020990030886,378.83123471227736,276.86925258051843,497.6342179604515,303.96002319620203,352.92879496968794,349.72630309532826,350.3181118657449,364.12500029862963,324.7086721086731,544.025121764127,326.0001776954477,296.10634574039113
-1.7,389.4844852327525,435.60949823043165,436.9987568626742,493.4099562646543,441.2980519657993,383.39337524026797,422.7283974036559,386.25461514732046,397.27084642370653,381.04733902415063,361.202593438689,361.16053885705134,358.5937038257428,367.03981086454115,368.9544228294413,396.8714665432398,413.0617016289295,280.2828765840002,630.7056794909969,340.99046264643374,375.0411879102106,372.295053880932,376.79550049336353,390.6686607528226,415.4223991106875,892.8135106444718,325.50392037972733,377.8990727531618
-1.6,378.86547098821273,394.3779669176943,503.7798828220617,552.7319560550849,429.58760867596624,357.40131010081205,441.230603359909,384.7284356460833,417.6032900262173,347.14519822488006,335.7331751440488,337.45004164443185,316.4935247473598,351.70478111186895,362.14432011446877,392.134058718821,386.1103508732195,242.69169177625702,377.07530942327446,328.88148427248825,352.7599296397671,350.92730670011656,356.2435436631926,367.201433471828,349.4738218799769,605.3331478418962,307.3227289513334,328.7397371507638
-1.5,338.9265399212497,390.560793348153,527.0116144655353,524.3440852247529,439.7036869684728,311.0792232555656,399.4089806851023,329.94937438271626,379.6797786433681,291.8586589402954,284.4563323625746,288.8822038379916,317.30439347697353,296.55267029740645,316.17272625951256,357.82397944211635,341.6823766438391,281.7932508565408,327.8211907331467,302.50616906746257,311.6724238748322,313.13593654194585,313.96889655997774,323.80487523297097,360.44027963983353,354.0397925259396,284.68122719150756,342.80217715051344
-1.4,260.9087870658373,239.3953975908646,434.5517200949448,322.22976819342273,383.0537540752467,225.64154648220313,277.48144923761396,209.70313008568613,266.19507274205597,208.55211915213494,203.29310679686984,210.03910794456223,204.37958507216558,214.52846123300475,228.21467792043074,258.80512388226276,259.3577336582288,202.91994576737858,249.57450523546646,240.577616156361,240.3406536541596,239.66438226424486,242.81302875678173,248.0360157905502,286.4986991222715,237.02724277847273,252.73991913412883,258.52786062867716
