time,name,salinity_ppm,EC_uS.cm-1
2024-10-09,ND2-200,580.0,11421.0
2024-10-09,ND2-300,1700.0,33821.0
2024-10-09,ND3-150,240.0,4621.0
2024-10-09,ND3-300,1900.0,37821.0
2024-11-13,ditchCD,340.0,6621.0
2024-11-13,ditchRD,250.0,4821.0
2024-11-13,drainCD,250.0,4821.0
2024-11-13,drainRD,220.0,4221.0
2024-11-13,CD1-150,72.0,1261.0
2024-11-13,CD1-200,150.0,2821.0
2024-11-13,CD1-300,2100.0,41821.0
2024-11-13,CD2-150,180.0,3421.0
2024-11-13,CD2-200,1400.0,27821.0
2024-11-13,CD2-300,4800.0,95821.0
2024-11-13,CD3-150,270.0,5221.0
2024-11-13,CD3-200,1700.0,33821.0
2024-11-13,RD3-200,310.0,6021.0
2024-11-13,RD3-300,1100.0,21821.0
2024-11-13,RD2-150,520.0,10221.0
2024-11-13,RD2-200,290.0,5621.0
2024-11-13,RD2-300,2400.0,47821.0
2024-11-13,RD1-150,490.0,9621.0
2024-11-13,RD1-200,990.0,19621.0
2024-11-13,RD1-300,2700.0,53821.0
2024-11-13,ND1-150,96.0,1741.0
2024-11-13,ND1-200,1100.0,21821.0
2024-11-13,ND1-300,2600.0,51821.0
2024-11-13,ND2-150,180.0,3421.0
2024-11-13,ND2-200,690.0,13621.0
2024-11-13,ND2-300,2200.0,43821.0
2024-11-13,ND3-200,810.0,16021.0
2024-11-13,ND3-300,2300.0,45821.0
