a,b,m,n,vp,i,K,resist,zpos,spacing,app,eca,appdiffa,ecadiffa,appdiff,ecadiff,irecip,name,time
3,12,6,9,18.309,33.282,5.443253015796695,0.5501171804579053,-2.0749999999999997,3,2.9947609468157688,333.91646871289254,-7.464795114937385,238.3101165793979,-71.36818303630939,249.26180244451416,23,ND3,2023-06-07
5,11,7,9,30.794,39.226,3.72263957071142,0.7850405343394687,-2.0,2,2.923250338718781,342.0849684869226,-9.39890005255133,260.9303024386595,-76.27645949858054,321.5222428288756,24,ND3,2023-06-07
7,10,8,9,66.799,41.362,1.8815348960355187,1.6149847686282095,-1.925,1,3.029866733759937,330.0475195353038,-11.333191213090068,260.4244626834506,-78.90514161418932,374.04916482996776,25,ND3,2023-06-07
2,14,6,10,15.057,33.044,6.652784442896036,0.4556651737077836,-1.9999999999999998,4,3.0240482792019967,330.6825512269552,-5.625774931069339,215.07325197416372,-65.03918975348472,186.03456068346566,28,ND3,2023-06-07
4,13,7,10,16.507,28.558,5.33717763171659,0.578016667833882,-1.9249999999999998,3,3.0781491005144272,324.87055283737806,-6.939974257975095,225.05145856034625,-69.27419447369898,225.45932738655415,30,ND3,2023-06-07
6,12,8,10,32.349,34.806,3.6980055213917984,0.9294087226340286,-1.85,2,3.427017701559961,291.79890128516263,-8.788109229078978,209.93319447112032,-71.94447735975591,256.43606174192433,31,ND3,2023-06-07
8,11,9,10,61.537,36.165,1.8796664873194247,1.7015622839762201,-1.7750000000000001,1,3.186062892415042,313.8669994182061,-10.767312582031266,242.19975289199007,-77.16636452412622,337.95040919200505,32,ND3,2023-06-07
3,15,7,11,15.095,28.701,6.148619559249876,0.5259398627225532,-1.8499999999999999,4,3.233838309428082,309.2300555301586,-5.26600772021448,191.58086559041422,-61.954154249967374,162.84078597441675,35,ND3,2023-06-07
5,14,8,11,16.58,23.829,5.1456240914694025,0.695790843090352,-1.775,3,3.5783397874441594,279.45920717446825,-6.417619813157101,179.41878684905498,-64.20213835969363,179.34629449320423,37,ND3,2023-06-07
7,13,9,11,26.346,24.603,3.6525091059037025,1.0708450189001342,-1.7000000000000002,2,3.911369891087944,255.66490202793142,-8.075010536782607,172.2368808652779,-67.36821499513493,206.44967777610384,38,ND3,2023-06-07
9,12,10,11,77.049,32.783,1.8761361487197266,2.350273007351371,-1.625,1,4.426181405549215,225.92838123314937,-8.792706601033274,150.27905282503826,-66.51623492577326,198.65219690294745,39,ND3,2023-06-07
4,16,8,12,15.705,21.698,5.199877495596897,0.7237994285187574,-1.7,4,3.7806419716635404,264.50534260983846,-4.1147257213604735,137.84879678695623,-52.1156946876085,108.83669366739666,42,ND3,2023-06-07
6,15,9,12,15.728,16.788,4.763257097143395,0.9368596616630926,-1.625,3,4.477780843361567,223.32490914166274,-5.564929386311003,123.75019503258069,-55.41262526791476,124.27873495776738,44,ND3,2023-06-07
8,14,10,12,27.701,18.799,3.558118421144393,1.4735358263737433,-1.55,2,5.263716543891303,189.97983490591437,-6.829162606785737,107.28654180837992,-56.472594505365535,129.74031845827983,45,ND3,2023-06-07
10,13,11,12,83.324,25.47,1.8685752249224108,3.271456615626227,-1.475,1,6.146099652973253,162.70481385967074,-7.4484951593324285,89.14616692634613,-54.790122560991165,121.19060184338414,46,ND3,2023-06-07
7,16,10,13,15.4,12.765,3.899908121697674,1.2064238151194673,-1.475,3,4.712874996373181,212.18470695054623,-3.726969143456806,93.69910657307953,-44.15921765507725,79.08058555181107,51,ND3,2023-06-07
9,15,11,13,16.869,9.278,3.3263922214480157,1.8181720198318603,-1.4000000000000001,2,6.041861271635408,165.51191016163807,-6.301974242179213,84.49981316141083,-51.0536148600356,104.30517946125231,52,ND3,2023-06-07
11,14,12,13,73.269,18.627,1.8490027606959014,3.93348365276212,-1.325,1,7.248149388118853,137.96625130811972,-6.799836956688179,66.78167186341808,-48.40435340543879,93.81480144206812,53,ND3,2023-06-07
10,16,12,14,15.464,7.779,2.59993874779845,1.987916184599563,-1.25,2,5.169387099235164,193.44653066278494,-3.433020382939218,77.20000292364142,-39.907669917438895,66.41058827742171,58,ND3,2023-06-07
12,15,13,14,34.647,8.04,1.779059210572197,4.309328358208956,-1.175,1,7.665627715027563,130.45246093018807,-6.484818202030834,59.78330987576811,-45.827659707976906,84.59604931397998,59,ND3,2023-06-07
13,16,14,15,14.121,2.723,1.2999693738992246,5.185824458318032,-1.0250000000000001,1,6.767796266078557,147.7585850230428,-2.50918004166806,39.96484201596374,-27.047390857005876,37.075289252493214,64,ND3,2023-06-07
1,4,2,3,73.71,33.95,1.8843772118804263,2.1711340206185565,-2.825,1,4.0900504339008625,244.49576262223633,-7.7872020802645805,160.30120678473546,-65.56400203647391,190.39379113077536,1,ND3,2023-07-03
2,5,3,4,84.574,27.661,1.88422622179055,3.057517804851596,-2.675,1,5.781551545229111,172.9639513160082,-5.320466205592596,82.8902347678622,-47.92341649065375,92.02488577625849,3,ND3,2023-07-03
1,7,3,5,16.077,8.887,3.7564016479116678,1.8090469224710253,-2.6,2,6.811478973934905,146.8109941800661,-3.570434616782512,50.48963769197985,-34.390910554051196,52.4179055744764,5,ND3,2023-07-03
3,6,4,5,27.144,7.471,1.8840176612835497,3.6332485611029313,-2.5249999999999995,1,6.821190068757374,146.60198439275737,-5.005630287806231,62.04840449120559,-42.324396049765184,73.38353333288829,6,ND3,2023-07-03
2,8,4,6,15.658,5.948,3.7522722974394527,2.632481506388702,-2.4499999999999997,2,9.885003826270694,101.16333969870288,-1.651204105150292,14.4797426324333,-14.313231132501814,16.70413218012116,8,ND3,2023-07-03
4,7,5,6,19.918,4.102,1.883721200271019,4.855680156021452,-2.375,1,9.085120290002177,110.07008912149037,-4.452202060160458,36.200237009415474,-32.88835077571282,49.00542775487447,9,ND3,2023-07-03
1,10,4,7,13.537,54.754,5.5470082820877025,0.24723307886181833,-2.3749999999999996,3,1.3694266647529316,730.2326044457571,-8.089848007049696,624.5162535947851,-85.52292102443026,590.7470779758218,12,ND3,2023-07-03
3,9,5,7,21.892,40.454,3.74626054952539,0.5411578583082018,-2.3000000000000003,2,2.022798251684293,494.3646748593663,-9.74799322692867,409.40862056030255,-82.81510418938579,481.90635021618976,13,ND3,2023-07-03
5,8,6,7,15.276,1.389,1.883285077845799,10.997840172786177,-2.2249999999999996,1,20.08006276158111,49.80064115702294,5.661798693342918,-19.555835827116027,39.268241076366614,-28.19612050304721,14,ND3,2023-07-03
2,11,5,8,13.782,59.058,5.506705589363202,0.23336381184598193,-2.225,3,1.2836970982475941,778.999969202333,-8.76472720524875,679.4818786244848,-87.22489159020752,682.7722222955626,17,ND3,2023-07-03
4,10,6,8,21.425,33.984,3.737150449844826,0.6304437382297552,-2.15,2,2.3309217441803627,429.0148317920628,-9.468488829881334,344.2648357034216,-80.24543912977857,406.21221426765663,18,ND3,2023-07-03
6,9,7,8,15.974,8.036,1.882616083862525,1.9878048780487807,-2.0749999999999997,1,3.7091929984071483,269.6004226335576,-12.584826756618485,208.22821276548223,-77.23586288605605,339.2874612354448,19,ND3,2023-07-03
1,13,5,9,19.094,44.503,6.940741393216954,0.4290497269846977,-2.1500000000000004,4,2.984720385654281,335.03975943823286,-5.966914292560272,223.32831946697448,-66.65725878069905,199.91535291679472,21,ND3,2023-07-03
3,12,6,9,34.717,37.872,5.443253015796695,0.9166930713983945,-2.0749999999999997,3,4.988791855620346,200.44933301304312,-5.470764206132807,104.8429808795485,-52.30398091308513,109.66110361909513,23,ND3,2023-07-03
5,11,7,9,62.494,26.775,3.72263957071142,2.3340429505135387,-2.0,2,8.710929802808957,114.7983077165352,-3.611220588461153,33.643641668272124,-29.306740088317696,41.45620123464507,24,ND3,2023-07-03
7,10,8,9,53.119,4.028,1.8815348960355187,13.18743793445879,-1.925,1,24.246285179189695,41.24343142092086,9.88322723233969,-28.379625430932364,68.81004914769701,-40.761820457437956,25,ND3,2023-07-03
2,14,6,10,21.447,46.661,6.652784442896036,0.45963438417522123,-1.9999999999999998,4,3.0417659030054307,328.75639739795406,-5.608057307265906,213.1470981451626,-64.83435754625079,184.36847167380097,28,ND3,2023-07-03
4,13,7,10,44.484,35.96,5.33717763171659,1.2370411568409343,-1.9249999999999998,3,6.588281851788472,151.78464165562946,-3.4298415067010497,51.96554737859766,-34.236367271266886,52.059726403022324,30,ND3,2023-07-03
6,12,8,10,25.784,7.414,3.6980055213917984,3.477744807121662,-1.85,2,12.853627324475829,77.79905039691043,0.638500393836889,-4.066656417131881,5.22712860425013,-4.96747243185633,31,ND3,2023-07-03
8,11,9,10,13.799,27.207,1.8796664873194247,0.5071856507516448,-1.7750000000000001,1,0.9564460700215656,1045.5372564575987,-12.996929404424744,973.8700099313827,-93.1454143710734,1358.8773911875337,32,ND3,2023-07-03
3,15,7,11,21.654,39.069,6.148619559249876,0.5542501727712508,-1.8499999999999999,4,3.401435989734475,293.9934789359545,-5.098410039908087,176.3442889962101,-59.98238111758462,149.8899304674577,35,ND3,2023-07-03
5,14,8,11,48.245,27.669,5.1456240914694025,1.7436481260616574,-1.775,3,8.972281145847829,111.45437640045171,-1.0236784547534317,11.413956075038456,-10.240922289160283,11.409344380912174,37,ND3,2023-07-03
7,13,9,11,14.933,58.719,3.6525091059037025,0.2543129140482638,-1.7000000000000002,2,0.9284115449639754,1077.1085359982274,-11.057968882906575,993.6805148355738,-92.25444619790937,1191.0632674581454,38,ND3,2023-07-03
9,12,10,11,48.019,44.711,1.8761361487197266,1.0739862673614995,-1.625,1,2.0144189795143084,496.4210574709277,-11.20446902706818,420.7717290628166,-84.761055706719,556.2134362817442,39,ND3,2023-07-03
4,16,8,12,30.025,34.555,5.199877495596897,0.8689046447692085,-1.7,4,4.501484995998453,222.14891327838242,-3.3938826970255604,95.49236745550019,-42.985745933330506,75.39473529385339,42,ND3,2023-07-03
6,15,9,12,14.939,112.66,4.763257097143395,0.13260252085922244,-1.625,3,0.6316853669020472,1583.066590420268,-9.411024862770523,1483.491876311186,-93.7100110183838,1489.8279041866504,44,ND3,2023-07-03
8,14,10,12,16.805,74.96,3.558118421144393,0.2241862326574173,-1.55,2,0.7994367348869437,1250.8807218390084,-11.293442415790096,1168.187428741474,-93.38919437690579,1412.6749401110792,45,ND3,2023-07-03
10,13,11,12,46.315,45.36,1.8685752249224108,1.0210537918871252,-1.475,1,1.893840318183129,528.027622180606,-11.700754494122553,454.46897524728143,-86.06916686866721,617.8321573250572,46,ND3,2023-07-03
7,16,10,13,15.07,99.344,3.899908121697674,0.1516951199871155,-1.475,3,0.5927927186097158,1686.9303022906768,-7.847051421220271,1568.44470191321,-92.97625988361371,1323.74288260896,51,ND3,2023-07-03
9,15,11,13,23.014,45.45,3.3263922214480157,0.5063586358635863,-1.4000000000000001,2,1.6844933181743291,593.650321560082,-10.659342195640292,512.6382245598547,-86.35356639118265,632.7921922060809,52,ND3,2023-07-03
11,14,12,13,50.321,46.0,1.8490027606959014,1.0939347826086956,-1.325,1,2.026336196169217,493.50152353321096,-12.021650148637816,422.31694408850933,-85.57561100621179,593.2702663736013,53,ND3,2023-07-03
10,16,12,14,26.343,42.508,2.59993874779845,0.6197186411969511,-1.25,2,1.6119685444796417,620.3594998330499,-6.99043893769474,504.11297209390636,-81.26142538795204,433.65852030017857,58,ND3,2023-07-03
12,15,13,14,51.507,41.974,1.779059210572197,1.22711678658217,-1.175,1,2.176005010677629,459.55776530523264,-11.974440906380767,388.8886142508127,-84.62235732052478,550.294730371591,59,ND3,2023-07-03
13,16,14,15,56.454,45.741,1.2999693738992246,1.2342100085262675,-1.0250000000000001,1,1.6095783758347257,621.2807123986124,-7.667397931911891,513.4869693915334,-82.64975222055199,476.3606449381868,64,ND3,2023-07-03
1,4,2,3,47.79,45.499,1.8843772118804263,1.0503527550056044,-2.825,1,1.9710307535522336,507.34875556750126,-9.90622176061321,423.1541997300004,-83.4049941162615,502.59092826228135,1,ND3,2023-08-02
2,5,3,4,47.132,47.436,1.88422622179055,0.993591365207859,-2.675,1,1.8619124333497379,537.0821860837544,-9.240105317471969,447.0084695356084,-83.22906272409868,496.2695963551969,3,ND3,2023-08-02
1,7,3,5,23.962,48.387,3.7564016479116678,0.4952156570979809,-2.6,2,1.8565814039292388,538.6243759005753,-8.525332186788178,442.303019412489,-82.11715607429801,459.19517284538694,5,ND3,2023-08-02
3,6,4,5,50.76,47.561,1.8840176612835497,1.0672609911482096,-2.5249999999999995,1,2.009333045482158,497.67757627259886,-9.817487311081447,413.12399637104704,-83.01036977899959,488.59432900660084,6,ND3,2023-08-02
2,8,4,6,26.292,43.794,3.7522722974394527,0.6003562131798877,-2.4499999999999997,2,2.2545228782373496,443.5528286951022,-9.281685053183637,356.8692316288326,-80.45698472461874,411.6917660396651,8,ND3,2023-08-02
4,7,5,6,52.588,44.56,1.883721200271019,1.18016157989228,-2.375,1,2.2228582629374345,449.87123860903876,-11.3144640872252,376.00138649696385,-83.57977888507081,509.00519731174876,9,ND3,2023-08-02
1,10,4,7,21.361,48.641,5.5470082820877025,0.4391562673464773,-2.3749999999999996,3,2.4350342954602837,410.6718340124957,-7.024240376342343,304.95548316152366,-74.25770600869711,288.4657677897133,12,ND3,2023-08-02
3,9,5,7,27.879,44.791,3.74626054952539,0.6224241477082451,-2.3000000000000003,2,2.3343486197831727,428.38502849368126,-9.43644285882979,343.42897419461747,-80.16829519047562,404.2430842958795,13,ND3,2023-08-02
5,8,6,7,55.869,47.921,1.883285077845799,1.165856305168924,-2.2249999999999996,1,2.2055906334310524,453.3932928634104,-12.21267343480714,384.03681587927144,-84.70280039960068,553.7144223272705,14,ND3,2023-08-02
2,11,5,8,18.246,38.06,5.506705589363202,0.47940094587493426,-2.225,3,2.6436453299329132,378.2655671233238,-7.40477897356343,278.74747654547565,-73.6909464600031,280.09729178578345,17,ND3,2023-08-02
4,10,6,8,27.815,44.926,3.737150449844826,0.619129234741575,-2.15,2,2.3146038275598007,432.03937887472614,-9.484806746501896,347.28938278608496,-80.3837334667553,409.7810015505491,18,ND3,2023-08-02
6,9,7,8,57.423,48.288,1.882616083862525,1.189177435387674,-2.0749999999999997,1,2.2340762021941565,447.61230571180545,-14.059943552831477,386.24009584373005,-86.28898064576673,629.3403751860732,19,ND3,2023-08-02
1,13,5,9,15.0,34.367,6.940741393216954,0.4364652137224663,-2.1500000000000004,4,3.0363548808791605,329.3422670377895,-5.915279797335392,217.6308270665311,-66.08044239932302,194.81516586172745,21,ND3,2023-08-02
3,12,6,9,19.867,38.717,5.443253015796695,0.5131337655293541,-2.0749999999999997,3,2.794154991826438,357.8899534654433,-7.665401069926714,262.28360133194866,-73.28610339358798,274.3370032210031,23,ND3,2023-08-02
5,11,7,9,29.866,41.072,3.72263957071142,0.7271620568757303,-2.0,2,2.7081446693617024,369.25649183863413,-9.614005721908407,288.10182579037104,-78.02214237475673,355.0034025388453,24,ND3,2023-08-02
7,10,8,9,69.457,48.681,1.8815348960355187,1.4267784145765288,-1.925,1,2.6725244883027095,374.17804939744025,-11.690533458547295,304.554992545587,-81.39306756129305,437.4341005934737,25,ND3,2023-08-02
2,14,6,10,15.019,34.461,6.652784442896036,0.43582600620991846,-1.9999999999999998,4,2.901041704594951,344.7037656908217,-5.748781505676385,229.09446643803022,-66.46126014286541,198.16266331404015,28,ND3,2023-08-02
4,13,7,10,15.693,26.916,5.33717763171659,0.5830361123495319,-1.9249999999999998,3,3.111134987895988,321.42610458580083,-6.906988370593534,221.60701030876902,-68.94493233346381,222.00863663793072,30,ND3,2023-08-02
6,12,8,10,33.945,41.115,3.6980055213917984,0.8256110908427581,-1.85,2,3.0528663149516215,327.56101867364174,-9.162260615687318,245.69531185959943,-75.00749413177049,300.1199420627926,31,ND3,2023-08-02
8,11,9,10,57.617,39.194,1.8796664873194247,1.4700464356789302,-1.7750000000000001,1,2.76571553091618,361.5700851449233,-11.187659943530129,289.9028386187073,-80.17887832244458,404.51231583546365,32,ND3,2023-08-02
3,15,7,11,15.292,28.192,6.148619559249876,0.5424233825198638,-1.8499999999999999,4,3.3392763309808546,299.46608213351044,-5.160569698661707,181.81689219376605,-60.713684467514064,154.5415589235132,35,ND3,2023-08-02
5,14,8,11,15.521,23.174,5.1456240914694025,0.669759212911021,-1.775,3,3.4504812843263686,289.81464253767956,-6.545478316274892,189.7742222122663,-65.48124019910183,189.69754584693402,37,ND3,2023-08-02
7,13,9,11,20.388,17.745,3.6525091059037025,1.1489433643279798,-1.7000000000000002,2,4.194132417220269,238.4283328523916,-7.792248010650281,155.0003116897381,-65.00918319371763,185.78927023517116,38,ND3,2023-08-02
9,12,10,11,85.693,39.843,1.8761361487197266,2.1507667595311597,-1.625,1,4.050244031493831,246.89870344211707,-9.168643975088658,171.24937503400594,-69.36017591285312,226.37263097717678,39,ND3,2023-08-02
4,16,8,12,16.316,19.949,5.199877495596897,0.8178856083011679,-1.7,4,4.267609656897998,234.32321144546077,-3.627758036126015,107.66666562257853,-45.94793019369239,85.00679133721258,42,ND3,2023-08-02
6,15,9,12,15.505,16.2,4.763257097143395,0.9570987654320988,-1.625,3,4.5772636354827,218.4711390115383,-5.465446594189871,118.89642490245625,-54.42202820949126,119.4042342639394,44,ND3,2023-08-02
8,14,10,12,15.883,11.386,3.558118421144393,1.3949587212366064,-1.55,2,4.991686407772175,200.33309753653117,-7.101192742904866,117.63980443899672,-58.72210128311167,142.26039383900678,45,ND3,2023-08-02
10,13,11,12,66.239,18.121,1.8685752249224108,3.6553722200761554,-1.475,1,6.848724503865869,146.01258956109777,-6.745870308439812,72.45394262777316,-49.621709227652175,98.49819925786186,46,ND3,2023-08-02
7,16,10,13,15.909,13.101,3.899908121697674,1.214334783604305,-1.475,3,4.726212834354363,211.5859008149403,-3.713631305475624,93.10030043747359,-44.00118348098347,78.57520250636226,51,ND3,2023-08-02
9,15,11,13,15.766,10.685,3.3263922214480157,1.4755264389330838,-1.4000000000000001,2,4.907651397525096,203.76345404327108,-7.4361841162895255,122.75135704304384,-60.242086894039616,151.52225604368633,52,ND3,2023-08-02
11,14,12,13,19.209,5.196,1.8490027606959014,3.6968822170900695,-1.325,1,6.8183195504795195,146.66370395175625,-7.229666794327513,75.4791245070546,-51.46407902795283,106.03297103930929,53,ND3,2023-08-02
10,16,12,14,15.12,5.513,2.59993874779845,2.742608380192273,-1.25,2,7.116193571965226,140.52456413490134,-1.4862139102091554,24.278036395757823,-17.276720653942952,20.884956194336908,58,ND3,2023-08-02
12,15,13,14,20.401,3.142,1.779059210572197,6.492998090388288,-1.175,1,11.532773053557428,86.70941458364496,-2.617672863500969,16.040263529225,-18.498871900180603,22.697688156566265,59,ND3,2023-08-02
1,4,2,3,47.011,45.488,1.8843772118804263,1.0334813577207176,-2.825,1,1.9399755375127228,515.4704173652199,-9.93727697665272,431.27586152771903,-83.66646212834993,512.2372310628969,1,ND3,2023-09-06
2,5,3,4,45.317,47.321,1.88422622179055,0.9576509372160352,-2.675,1,1.79512004674428,557.06580839184,-9.306897704077427,466.992091843694,-83.8306865739661,518.4554493142052,3,ND3,2023-09-06
1,7,3,5,23.542,48.832,3.7564016479116678,0.48210190039318485,-2.6,2,1.8070863409964413,553.3769899719304,-8.574827249720975,457.0556334838441,-82.59389923441304,474.51120929798793,5,ND3,2023-09-06
3,6,4,5,49.72,47.687,1.8840176612835497,1.0426321639021117,-2.5249999999999995,1,1.9670015214266308,508.3880155185228,-9.859818835136974,423.83443561697106,-83.36829796915794,501.261373096744,6,ND3,2023-09-06
2,8,4,6,25.523,43.423,3.7522722974394527,0.5877760633765515,-2.4499999999999997,2,2.205891701233894,453.3314121634517,-9.330316230187092,366.64781509718216,-80.87853725984134,422.97254325622873,8,ND3,2023-09-06
