Z,2023-04-16,2023-05-17,2023-06-07,2023-07-03,2023-08-02,2023-09-06,2023-10-04,2023-11-14,2023-12-13,2024-02-09,2024-03-19,2024-04-16,2024-05-14,2024-06-04,2024-08-07,2024-09-04,2024-10-09,2024-11-13
-3.7,335.4971736110504,330.51135479599867,302.4827232413369,659.3539800420879,303.35979424488477,192.20064257664126,173.76930336618472,325.8571297685158,208.66458869392332,257.61994869664886,249.8804218064814,309.3594805973733,237.6202198743986,323.5735703478516,939.1713264040693,247.66488564061595,765.5341394446493,901.3081425899187
-3.6,342.0602402289067,338.94305122689923,310.4176453574549,689.4821464728816,311.0366488413795,199.75574534257106,178.5701665279607,337.6280481382808,225.77315264014803,281.96985454363704,270.31759106929246,315.65441728682845,256.5243704725386,332.04070934259266,937.7829765686662,252.54661809766506,770.7651576408684,906.8164809990313
-3.5,344.84195462167247,342.4931919774121,313.8009332456491,701.3644815219614,314.6030904588466,203.1860153019719,180.92979782332765,342.3935460881576,232.33457248570986,289.77637577957,279.1249270713439,318.29329868559404,265.72036293827637,335.62170078660887,937.0962898330768,254.5334592433976,772.9669775938985,908.9169273197713
-3.4,356.6550437989112,357.71713850823824,328.3303657016904,748.2486108757005,329.59615037438664,219.30838624243844,192.4573589960542,361.99153367142213,262.56558495284264,326.3482550265456,313.9508473974865,329.38739142105254,301.770045656714,351.0207335411485,928.5410440065334,262.21945690665086,779.1952297668608,913.5555913067584
-3.3,360.3704518152047,362.36499849900974,332.77673638708063,760.5601622016743,334.11951618366953,224.47479856151705,196.3167794388653,367.878987439885,271.64816483919236,337.68503295201276,323.60314846986614,332.8364080214299,311.73960324436547,355.71422588539747,926.0816610468677,264.44167825144575,781.1783110322265,914.9474852120961
-3.2,381.1958925189591,384.36963866714035,354.62104892102343,711.6770777018415,356.94602575493036,258.1135178463079,227.31393416230316,395.69286781176174,305.8002989545388,375.1934319704599,354.68274044511026,351.2184304423562,345.4535011294197,377.7985185831685,844.2512279908691,265.5916507393856,759.0060739358457,878.4456703861823
-3.1,429.80797845028764,427.68317432350597,398.1024145146587,500.21454262870685,400.79907125578023,333.3341810796387,307.311971219984,447.4607434526718,370.3552654308698,443.6052173512316,394.04830102873365,394.5491008474886,394.0013773605217,419.8854344006783,643.2721881030186,254.80189147065494,688.9454893086826,773.7910015674973
-3.0,474.5348016705524,453.91382996646513,425.21656745156224,253.05796375128503,424.2915887288354,381.75485413092036,377.2374503137776,470.47256531510715,410.3753587537037,482.5518283395849,405.2052258102357,433.7467447776696,410.1538689846932,443.19006173213467,446.97931140016544,228.3636418765831,591.2280918409643,647.8362910713878
-2.9,509.845524241402,483.6986403059956,456.8365741024931,108.59421416544991,449.98283937944024,438.4514241691667,453.02520491497904,492.8318253396936,463.4831557504381,529.0061768888503,445.0033425468082,464.5475541457847,439.0784496361678,470.7699225672895,312.4331573311583,209.21671043888782,502.3564872679599,560.2534829952389
-2.8,479.2251313006973,528.858917432361,506.5608516491595,72.10212724924405,499.9573428895686,546.0508556024071,577.6950628231491,548.6807585196129,549.2867504816234,598.5787267301075,527.1200868729045,444.25270221392987,498.7800500858466,524.1993140947637,254.2521875068019,225.43016795852935,415.46767711403623,472.3628528873399
-2.7,427.97497665976056,564.9461019373299,544.4240337750256,49.806891182520964,534.0857361960932,486.94350852988464,545.4336310091048,575.9105788527937,595.631489628069,615.6026055077401,578.022445045058,399.26184613620603,540.4339732904144,573.9489885017938,212.53332062414307,254.80605744401774,318.91364281980725,336.997969326207
-2.6,377.33916379990444,599.8342813171151,582.3761309372389,48.17342104779423,559.4007600686485,404.78829351575706,449.6770969547526,604.5667006242406,686.8529497494055,676.612217382723,714.0656325988019,344.27292575489315,644.5725020281495,630.5177618432207,224.59997333584784,332.8209267730232,282.5650526319537,270.75309168417795
-2.5,354.6053550461738,575.4268732874583,577.9996666606563,107.50606933789429,554.4331352430232,580.2709852048379,557.8094993532851,610.7919457047868,720.9644675055791,670.7866550467864,714.3163278426218,315.3061676442578,664.7159272967397,626.1459172273063,300.8736950140589,508.6786094223903,329.7885571210339,302.3422545129696
-2.4,345.61310122495075,511.9459977409339,522.4708554413412,216.6107326532535,495.8637987203969,664.5165816107578,628.8704059058028,552.3305478442375,607.407282119532,553.4363219889779,578.1405213415876,301.3108967766379,550.224509589197,550.6392241595388,352.4181544122506,586.9166088984755,358.1211797573966,325.5197013056244
-2.3,316.34785887366127,461.0980940600197,471.5268612252475,381.33370112187316,443.16631943230385,727.5767609820429,878.7961867977349,488.87485701866024,474.7099082612125,440.05081001042885,449.58355917882443,283.90729196021664,432.3967307458483,479.4873327250296,344.0541815842075,497.9550154885947,339.7754058798959,307.69863414045193
-2.2,301.1640744387243,475.71982572582664,486.4616062630104,352.4993114507575,475.6122810593595,673.9917021199936,777.6899052882677,473.22865010447725,473.9022203633629,444.967913025369,442.090720699977,290.4059938744705,444.82225417110834,494.1988059935805,400.5411444775298,416.1896235763477,372.43249254118837,355.46529739475716
-2.1,296.3266020934783,472.37132354789753,477.19852378437304,166.4384768780499,483.37900684758955,512.835191801718,536.4245538736923,471.01086331816936,467.345467170444,438.60734870504166,422.73102950910936,292.1690049984954,434.53900707293707,481.4181166303953,409.2042931804571,340.7529304495117,376.9294734556145,379.25027633055026
-2.0,259.0207832610409,409.6196433025911,400.8272325274715,28.98613306729747,418.7154139755936,326.23893057364427,342.4904861799027,444.68782557751604,406.5738620796391,384.4944987507936,346.7721676034653,255.5261133809258,362.60587601180276,409.49512558076395,249.98995198858896,229.57056133820674,259.4154218599825,261.3665637418154
-1.9,204.61157938882818,348.2531769634493,338.61439413694234,28.507606279684026,344.70903506468136,276.7727732236967,259.02131548628796,393.8595957466394,332.2350228081157,318.2645828998071,290.06966332977305,197.4261217269007,299.2464486747922,348.5715589675869,157.1086558282983,130.80983868679886,170.96427309331332,172.4770857203686
-1.8,177.92520155045906,324.34950946302575,319.51333783844757,89.30212259578687,329.5489669939621,298.2992042671541,273.96523436974576,360.68799865778186,306.6947918729715,299.6229484474129,276.50057119775806,166.71958508699694,282.4536811516616,325.50352268245473,127.58546633522995,81.34039030485775,143.41314424476326,146.52559257292233
-1.7,141.90299506198107,280.5248235493965,279.3148903082978,208.03626046267198,302.8092626486966,321.6106873039548,361.95068466907026,311.02668780158746,280.06549212452836,278.65061650231746,249.51331293231647,124.45752370110351,256.46000753251326,281.5484408801782,73.9451546558641,48.40138048456632,111.40021903635919,117.93664097452843
-1.6,110.25607203669796,220.34218928096018,219.86317594234535,463.78675978777477,231.6501087282444,225.33734330347033,297.5955513436642,260.169120749038,232.47569824792075,223.3691609294782,199.89937783188867,91.80926283093628,207.3029130766549,216.07079158239299,23.415526402269947,21.252909374902767,62.325570104637045,62.41845198380774
-1.5,91.21223574752834,175.10765047646277,173.6029962594035,837.3234418953097,175.64163400199612,152.2348107747038,147.59715016945344,207.25319527137717,180.86319466780813,174.21462912938566,157.43019121519444,77.53616921182211,163.92884573029914,166.7656023812953,8.317725736783864,7.121911207535828,33.3581829120033,31.301906988623838
-1.4,74.60239581917928,138.7383410843092,139.21468114437357,872.6067682103292,140.96153153841365,143.5445811352176,114.47985026064066,161.766512097723,134.4086870020808,126.81901341010108,114.99474440905294,66.03891053627402,125.29842779234585,127.73650926307859,1.845948961703236,1.3744234255303511,13.175886684116552,12.219370523469449
-1.3,66.15497171912246,121.592532072938,122.64843030509489,580.816991178731,130.4977791376647,70.81388371650081,61.02200040463955,132.45039301130188,108.67326971801275,102.0365190119042,90.70483056755342,60.57875844197362,101.39982668318105,111.96579012328729,0.44156048633257133,0.30945734371258204,4.9773546686669405,4.784434709747784
-1.2,65.56229679988708,114.80391489336829,117.67271509009419,472.6896731589943,107.88661200014242,55.925869660555804,49.37608037484546,123.66192349833092,103.16102014770631,100.87109593422552,90.02256131440062,64.03462944283277,99.31537666182373,109.55298391124772,0.22511007330479982,0.17839311961218057,3.0490769702680516,3.0626032080326957
-1.1,74.2829648691704,114.37623157590372,119.59990805303309,489.94613754056,101.44016325971256,98.53037902859924,79.67261247089884,124.09391847517192,109.84728410552624,109.59060869027859,92.92877211480842,82.04908703435763,102.78625047700338,111.88416995143213,0.20699304804381602,0.19844061357272114,2.8315950288285423,2.9954626920668415
-1.0,87.11870931454182,118.22361159656775,116.38709760987794,1044.236618917795,106.77297418534654,102.32105109183047,82.59699498625483,120.42726208879864,121.23874842532335,122.50737070329386,103.07093242851826,103.60292843446746,105.3529463516676,109.7443607749243,0.4330839148013295,0.21874773066488476,4.46187622781316,5.175965822611743
-0.9,93.85194070732129,112.59532706531645,102.63276457724821,1588.3006930170045,81.68177524279065,108.15529415029359,105.14283131961699,111.57289280421224,121.60585174178641,122.34610406534831,115.93859935981202,111.79706208070881,109.09088772525688,104.81103267655077,0.8216628952089341,0.17545370947333283,6.501689371202078,8.429678012837234
-0.8,98.8445497621803,97.11581583273072,81.73919960754233,1035.2177734865852,44.72279251619601,113.82300729416679,119.60622535415145,94.69072759159631,108.79719616332669,105.18622658113117,116.4860023701691,113.94772933067935,110.413301470039,104.63698703265999,1.3485128665452903,0.14009623761981418,8.976749526400113,12.703989413231891
-0.7,101.73818372065433,91.07135457898873,73.88638205627507,741.9439332041017,34.58476637396895,91.90377749268997,91.30101802013866,88.2789548806333,104.4532780277422,99.94951367515687,114.54075536715216,115.30037131162585,111.56556606065624,105.12211636599137,1.5314214002859479,0.12710677775071547,9.749208309237382,14.001139917996657
-0.6,103.74772640739262,90.51641308727083,72.45827516763086,657.8393598434001,32.22427984070569,71.942706803281,68.79658622707731,86.23411560721983,107.71641353279041,102.01509160694143,115.80191270439418,117.00082301474545,114.89861666664179,105.0297169832601,1.5632338617609378,0.11753629467749147,9.822919834684125,14.062415454256966
-0.5,107.26989837697299,92.8105814255752,73.78830853134536,637.3004018985929,31.946831877803955,61.200054345697815,57.45688341154314,86.94026107085881,113.18009771062162,107.50307444525447,119.601714992987,120.81198491443006,118.66901283521483,106.76475055507579,1.5854846186906455,0.1108113846701633,9.86844194027412,14.022415106910291
-0.4,110.5574706238198,95.56662821450618,75.67035795142422,641.9291667684951,32.413042008584135,56.58250584439063,53.0271412266246,88.80196938951433,120.59126082444376,115.15675755738195,123.58383642545182,124.61957291557769,122.23411256815997,108.69121347830205,1.5979544032033932,0.10682267973180717,9.880508241417223,13.936760745407486
-0.3,112.4478390668717,97.35380369023602,76.87761932475567,641.6227208561538,32.645490715748636,52.90069391379875,51.898023950088835,88.95305280803969,124.86388104479768,120.7615952780499,122.37613133412833,126.96696620958804,121.23431386489648,108.32083053686313,1.6278613073219927,0.10670430701393022,10.444668802849478,14.92437574687653
-0.2,113.94143659499959,98.5358854602773,77.50343454821285,642.249826216384,32.724569991892274,49.640810919912916,49.18021595311995,92.07912803697945,124.95980854374612,121.50041885092932,119.38114257208326,128.92623478321332,117.89054179783902,109.60174154377246,1.7948819462998526,0.1185895289903524,12.546228525901707,18.650362498053592
-0.1,115.74654668360068,100.10519072376542,78.37594508416323,647.7226158080733,33.04967571526284,48.41530794683271,48.78006448193896,93.85094313168446,127.92548002927721,121.98425693405736,119.3966291940177,131.31726343506804,118.9048830575389,110.37374998845094,2.085451676620966,0.1481430230472362,17.74310236366228,29.71988006122153
-0.0,116.31327320852503,100.60378196137289,78.29290292726292,649.2315940903906,33.113884068187254,47.74557920495518,48.04806553274638,94.0158641542062,129.48386868213058,121.91047847291466,119.67111876266307,132.39851930164045,118.98001054442986,110.09633008615027,2.6361474184056206,0.22907510032991377,39.23559289234694,143.5897607600037
