time,rainfall_mm,wind_speed_avg,temp_min,temp_max,et,hum_out,solar_rad_avg,psmd
2022-08-21,0.0,4.125,12.166666666666666,21.444444444444443,0.104,78.75,3317,32.107000000000006
2022-08-22,0.0,3.25,12.944444444444443,27.38888888888889,0.134,75.375,4163,31.973000000000006
2022-08-23,0.0,3.9583333333333335,16.555555555555554,24.555555555555557,0.108,82.375,3503,31.865000000000006
2022-08-24,0.0,3.2916666666666665,16.833333333333332,26.888888888888893,0.125,83.66666666666667,4235,31.740000000000006
2022-08-25,0.0,6.083333333333333,17.333333333333336,25.944444444444446,0.119,83.16666666666667,3736,31.621000000000006
2022-08-26,0.0,6.375,15.0,21.05555555555556,0.119,75.58333333333333,3396,31.502000000000006
2022-08-27,0.0,5.583333333333333,12.333333333333336,21.222222222222225,0.141,74.33333333333333,4264,31.361000000000008
2022-08-28,0.0,8.833333333333334,12.11111111111111,22.333333333333336,0.185,71.75,5261,31.17600000000001
2022-08-29,0.0,6.625,13.499999999999998,21.72222222222222,0.172,70.75,5173,31.00400000000001
2022-08-30,0.0,9.083333333333334,13.722222222222225,23.166666666666668,0.161,75.29166666666667,4267,30.843000000000007
2022-08-31,0.0,10.958333333333334,16.833333333333332,22.38888888888889,0.207,65.95833333333333,5104,30.636000000000006
2022-09-01,0.0,6.958333333333333,14.11111111111111,25.888888888888886,0.179,57.625,4218,30.457000000000008
2022-09-02,2.4,3.1666666666666665,12.555555555555557,26.666666666666668,0.124,69.20833333333333,3799,32.733000000000004
2022-09-03,0.4,2.7083333333333335,16.11111111111111,25.333333333333332,0.102,81.25,3455,33.031000000000006
2022-09-04,0.0,3.2916666666666665,14.500000000000002,24.722222222222225,0.132,81.125,4689,32.89900000000001
2022-09-05,2.4000000000000004,3.375,16.555555555555554,24.833333333333336,0.084,75.0,2335,35.21500000000001
2022-09-06,7.8,3.875,15.222222222222221,24.88888888888889,0.10400000000000001,82.25,3538,42.91100000000001
2022-09-07,0.2,4.458333333333333,14.000000000000002,22.722222222222225,0.105,80.625,3430,43.00600000000001
2022-09-08,8.8,5.541666666666667,14.666666666666666,20.166666666666664,0.093,85.125,2992,51.71300000000001
2022-09-09,27.8,9.416666666666666,14.666666666666666,19.88888888888889,0.106,86.95833333333333,3146,79.40700000000001
2022-09-10,0.0,8.25,15.277777777777779,19.27777777777778,0.108,84.625,3415,79.299
2022-09-11,0.2,2.375,13.111111111111112,21.944444444444446,0.114,83.83333333333333,4424,79.385
2022-09-12,0.0,2.6666666666666665,12.388888888888888,25.777777777777782,0.123,75.70833333333333,4282,79.262
2022-09-13,2.4,4.416666666666667,16.055555555555557,21.444444444444443,0.049,88.16666666666667,1565,81.613
2022-09-14,37.4,4.791666666666667,12.722222222222221,16.444444444444446,0.021,93.08333333333333,692,118.99199999999999
2022-09-15,0.0,6.5,13.777777777777777,18.666666666666664,0.113,74.33333333333333,3383,118.87899999999999
2022-09-16,5.6000000000000005,13.25,12.000000000000002,16.222222222222225,0.139,70.58333333333333,2866,124.33999999999999
2022-09-17,0.0,14.208333333333334,12.944444444444443,15.166666666666666,0.136,69.41666666666667,2808,124.204
2022-09-18,1.6,11.041666666666666,13.111111111111112,16.555555555555554,0.128,67.5,2657,125.67599999999999
2022-09-19,0.0,7.458333333333333,13.333333333333334,16.722222222222225,0.138,65.08333333333333,3876,125.53799999999998
2022-09-20,0.0,4.375,11.333333333333334,17.11111111111111,0.097,70.625,2907,125.44099999999999
2022-09-21,0.0,1.625,8.166666666666668,17.611111111111114,0.079,78.20833333333333,3204,125.362
2022-09-22,0.0,1.8333333333333333,5.999999999999999,19.72222222222222,0.098,76.41666666666667,3714,125.264
2022-09-23,11.2,4.333333333333333,9.333333333333332,18.5,0.041,87.04166666666667,1450,136.423
2022-09-24,13.0,7.5,11.38888888888889,17.166666666666668,0.076,84.16666666666667,2196,149.347
2022-09-25,13.799999999999999,2.875,10.5,15.0,0.048,87.04166666666667,1881,163.09900000000002
2022-09-26,21.6,10.125,10.944444444444446,15.5,0.067,82.41666666666667,1471,184.632
2022-09-27,10.6,10.041666666666666,10.055555555555557,13.388888888888891,0.084,77.20833333333333,2049,195.148
2022-09-28,7.2,6.625,8.944444444444446,13.88888888888889,0.08399999999999999,79.20833333333333,2554,202.264
2022-09-29,5.2,3.0833333333333335,8.944444444444446,15.222222222222221,0.072,83.125,3008,207.392
2022-09-30,9.0,7.291666666666667,7.3888888888888875,16.77777777777778,0.092,81.875,3062,216.29999999999998
2022-10-01,1.2,10.583333333333334,11.944444444444445,17.944444444444443,0.101,83.375,3067,217.39899999999997
2022-10-02,3.8,5.0,9.11111111111111,16.61111111111111,0.052,86.33333333333333,1768,221.14699999999996
2022-10-03,0.0,2.25,7.055555555555557,17.333333333333336,0.067,85.08333333333333,2728,221.07999999999996
2022-10-04,0.0,5.958333333333333,8.111111111111112,18.22222222222222,0.067,86.45833333333333,2324,221.01299999999995
2022-10-05,1.2,11.458333333333334,14.166666666666668,18.277777777777782,0.075,79.20833333333333,1268,222.13799999999995
2022-10-06,0.0,7.25,8.555555555555555,17.055555555555557,0.115,74.625,3435,222.02299999999994
2022-10-07,1.0,7.041666666666667,8.722222222222225,17.833333333333332,0.083,81.04166666666667,2514,222.93999999999994
2022-10-08,0.6,6.791666666666667,7.000000000000001,15.388888888888891,0.095,78.125,3175,223.44499999999994
2022-10-09,0.0,2.625,4.333333333333332,17.166666666666668,0.084,80.625,3227,223.36099999999993
2022-10-10,0.8,3.9583333333333335,6.7777777777777795,14.444444444444445,0.032,84.79166666666667,1015,224.12899999999993
2022-10-11,0.0,1.5,4.833333333333335,15.66666666666667,0.054,85.41666666666667,2403,224.07499999999993
2022-10-12,0.0,2.375,2.2777777777777786,15.388888888888891,0.059,85.5,2315,224.01599999999993
2022-10-13,8.0,3.3333333333333335,12.11111111111111,13.499999999999998,0.012,94.375,505,232.00399999999993
2022-10-14,1.6,3.875,13.444444444444446,16.222222222222225,0.038,90.79166666666667,1516,233.56599999999995
2022-10-15,3.0,7.291666666666667,12.5,17.5,0.062,88.25,1824,236.50399999999993
2022-10-16,1.2,5.083333333333333,11.722222222222223,17.611111111111114,0.052,87.33333333333333,1918,237.65199999999993
2022-10-17,3.8000000000000003,4.791666666666667,13.388888888888891,18.111111111111107,0.03,90.875,1001,241.42199999999994
2022-10-18,0.0,2.7083333333333335,9.38888888888889,18.388888888888886,0.062,88.58333333333333,2539,241.35999999999993
2022-10-19,0.0,8.708333333333334,9.722222222222223,16.555555555555554,0.064,86.875,2102,241.29599999999994
2022-10-20,5.4,5.083333333333333,11.833333333333332,19.61111111111111,0.043,90.875,1586,246.65299999999993
2022-10-21,0.0,5.916666666666667,12.666666666666666,20.500000000000004,0.076,85.375,2379,246.57699999999994
2022-10-22,0.2,5.208333333333333,12.888888888888891,18.5,0.06,86.75,1931,246.71699999999993
2022-10-23,19.8,6.333333333333333,12.5,19.22222222222222,0.041,88.54166666666667,1201,266.47599999999994
2022-10-24,10.6,10.875,13.277777777777777,17.22222222222222,0.061,86.125,1231,277.01499999999993
2022-10-25,0.4,5.791666666666667,11.666666666666668,17.166666666666668,0.051,89.20833333333333,2069,277.3639999999999
2022-10-26,0.0,6.083333333333333,13.16666666666667,19.833333333333336,0.075,85.625,2130,277.28899999999993
2022-10-27,0.2,5.291666666666667,13.16666666666667,20.388888888888893,0.051000000000000004,87.5,1492,277.43799999999993
2022-10-28,0.0,5.5,12.833333333333334,20.555555555555557,0.057,87.20833333333333,1578,277.3809999999999
2022-10-29,0.0,4.125,12.11111111111111,22.277777777777775,0.056,86.375,1716,277.32499999999993
2022-10-30,0.0,3.869565217391304,10.388888888888891,17.055555555555557,0.032,88.69565217391305,1058,277.29299999999995
2022-10-31,0.2,4.583333333333333,8.555555555555555,16.61111111111111,0.035,91.58333333333333,1244,277.45799999999997
2022-11-01,7.2,13.875,11.555555555555555,16.444444444444446,0.079,80.95833333333333,1449,284.57899999999995
2022-11-02,3.1999999999999997,10.5,8.277777777777777,14.000000000000002,0.069,80.875,1693,287.7099999999999
2022-11-03,5.6,9.583333333333334,8.444444444444446,14.333333333333332,0.037,86.95833333333333,677,293.2729999999999
2022-11-04,6.0,4.5,8.499999999999998,13.0,0.037,84.95833333333333,1062,299.23599999999993
2022-11-05,1.2000000000000002,6.375,4.666666666666666,11.222222222222225,0.027,89.5,742,300.40899999999993
2022-11-06,21.6,10.958333333333334,9.833333333333336,11.166666666666668,0.023,92.375,241,321.98599999999993
2022-11-07,9.2,9.875,10.555555555555555,14.833333333333336,0.038,88.45833333333333,801,331.1479999999999
2022-11-08,0.0,10.5,11.055555555555555,16.166666666666668,0.056,83.33333333333333,1133,331.0919999999999
2022-11-09,2.0,8.583333333333334,9.944444444444445,14.055555555555555,0.047,87.125,1262,333.0449999999999
2022-11-10,0.0,7.583333333333333,9.27777777777778,14.38888888888889,0.044,89.70833333333333,1499,333.0009999999999
2022-11-11,0.0,7.375,6.222222222222224,12.166666666666666,0.031,91.70833333333333,1308,332.9699999999999
2022-11-12,0.0,3.5833333333333335,4.722222222222222,9.500000000000002,0.013000000000000001,96.5,751,332.95699999999994
2022-11-13,0.0,1.4166666666666667,3.3333333333333335,13.833333333333334,0.032,93.91666666666667,1595,332.92499999999995
2022-11-14,0.4,4.791666666666667,1.2222222222222239,8.944444444444446,0.009000000000000001,97.58333333333333,549,333.316
2022-11-15,2.0,8.666666666666666,7.611111111111113,11.88888888888889,0.021,92.79166666666667,678,335.29499999999996
2022-11-16,17.4,8.666666666666666,6.944444444444445,11.555555555555555,0.026000000000000002,91.79166666666667,828,352.669
2022-11-17,1.2000000000000002,13.916666666666666,8.777777777777777,12.5,0.05,86.29166666666667,853,353.81899999999996
2022-11-18,3.6,5.5,6.7777777777777795,11.166666666666668,0.017,88.5,347,357.402
2022-11-19,0.4,6.416666666666667,3.8888888888888893,11.055555555555555,0.018000000000000002,90.08333333333333,380,357.784
2022-11-20,0.6000000000000001,8.75,3.611111111111111,10.666666666666668,0.031,88.16666666666667,554,358.353
2022-11-21,3.2,8.25,3.055555555555556,9.333333333333332,0.022,89.58333333333333,385,361.531
2022-11-22,4.2,8.958333333333334,4.777777777777779,9.777777777777779,0.026000000000000002,91.33333333333333,833,365.705
2022-11-23,5.2,8.541666666666666,5.277777777777778,10.611111111111112,0.024,91.58333333333333,650,370.881
2022-11-24,9.2,8.833333333333334,5.555555555555555,11.555555555555555,0.032,89.04166666666667,1010,380.049
2022-11-25,4.6,6.166666666666667,5.055555555555556,11.944444444444445,0.032,89.25,1090,384.61699999999996
2022-11-26,0.0,6.666666666666667,4.61111111111111,11.11111111111111,0.027,92.70833333333333,974,384.59
2022-11-27,26.0,9.125,6.666666666666667,8.777777777777777,0.015,94.41666666666667,229,410.575
2022-11-28,2.4000000000000004,3.5833333333333335,4.166666666666667,11.222222222222225,0.016,95.20833333333333,802,412.959
2022-11-29,0.4,2.0,1.055555555555555,5.88888888888889,0.011,97.625,717,413.348
2022-11-30,0.0,1.9166666666666667,2.166666666666666,9.555555555555557,0.02,96.79166666666667,1184,413.32800000000003
2022-12-01,0.2,1.4583333333333333,0.33333333333333415,7.611111111111113,0.019,93.16666666666667,1091,413.509
2022-12-02,0.0,6.166666666666667,1.9444444444444446,4.777777777777779,0.021,90.91666666666667,569,413.488
2022-12-03,0.0,8.708333333333334,1.6666666666666667,2.9999999999999996,0.024,87.5,373,413.464
2022-12-04,0.0,6.5,-0.05555555555555635,2.2222222222222223,0.011,90.95833333333333,310,413.453
2022-12-05,0.0,1.7083333333333333,1.7777777777777795,5.333333333333334,0.006,93.58333333333333,266,413.447
2022-12-06,2.8,2.4583333333333335,2.166666666666666,7.777777777777779,0.02,91.875,817,416.227
2022-12-07,4.6,6.416666666666667,5.055555555555556,7.444444444444444,0.027,85.70833333333333,577,420.79999999999995
2022-12-08,0.6000000000000001,5.583333333333333,0.9999999999999984,5.666666666666669,0.029,80.625,722,421.371
2022-12-09,2.6000000000000005,2.4166666666666665,-0.6111111111111119,5.777777777777778,0.014,92.25,806,423.957
2022-12-10,0.0,4.416666666666667,-1.7777777777777775,4.944444444444444,0.018000000000000002,94.29166666666667,1037,423.939
2022-12-11,0.0,5.583333333333333,-0.6666666666666663,1.055555555555555,0.005,92.625,282,423.934
2022-12-12,0.0,4.0,-4.111111111111111,0.44444444444444287,0.01,91.33333333333333,756,423.92400000000004
2022-12-13,0.0,3.7916666666666665,-5.055555555555556,-0.5555555555555556,0.016,89.25,706,423.908
2022-12-14,0.0,1.125,-4.500000000000001,1.7777777777777795,0.012,89.875,964,423.896
2022-12-15,0.4,1.5,-3.8888888888888893,5.055555555555556,0.015,90.04166666666667,994,424.281
2022-12-16,0.4,1.5416666666666667,-2.2777777777777786,4.777777777777779,0.018000000000000002,87.91666666666667,1059,424.663
2022-12-17,0.0,4.583333333333333,-4.944444444444444,0.8333333333333334,0.013000000000000001,89.70833333333333,834,424.65000000000003
2022-12-18,10.0,7.041666666666667,-7.277777777777779,2.611111111111113,0.007,91.33333333333333,299,434.64300000000003
2022-12-19,3.2,10.458333333333334,2.9999999999999996,8.666666666666668,0.018000000000000002,92.45833333333333,339,437.82500000000005
2022-12-20,4.0,7.25,7.3888888888888875,10.666666666666668,0.015,93.45833333333333,128,441.81000000000006
2022-12-21,2.2,6.208333333333333,6.333333333333333,9.166666666666668,0.011,95.125,511,443.9990000000001
2022-12-22,7.8,5.875,7.3888888888888875,10.555555555555555,0.009000000000000001,95.91666666666667,403,451.7900000000001
2022-12-23,14.999999999999998,10.541666666666666,9.000000000000002,13.111111111111112,0.018000000000000002,91.25,181,466.77200000000005
2022-12-24,0.0,5.708333333333333,9.11111111111111,11.444444444444446,0.018000000000000002,93.04166666666667,606,466.7540000000001
2022-12-25,8.4,4.708333333333333,8.666666666666668,9.944444444444445,0.004,95.29166666666667,241,475.1500000000001
2022-12-26,2.2,8.125,3.111111111111112,9.61111111111111,0.032,84.5,613,477.3180000000001
2022-12-27,0.0,7.75,2.666666666666665,8.88888888888889,0.022,89.33333333333333,620,477.2960000000001
2022-12-28,3.2,14.875,7.944444444444443,11.555555555555555,0.03,90.375,267,480.4660000000001
2022-12-29,4.0,12.125,5.88888888888889,11.222222222222225,0.037,87.5,457,484.42900000000014
2022-12-30,5.0,12.5,4.388888888888888,12.888888888888891,0.019,91.625,175,489.41000000000014
2022-12-31,16.2,13.416666666666666,10.666666666666668,15.722222222222221,0.047,84.0,218,505.56300000000016
2023-01-01,2.8000000000000003,8.458333333333334,10.555555555555555,13.444444444444446,0.035,85.58333333333333,610,508.32800000000015
2023-01-02,3.6,5.583333333333333,3.3888888888888897,11.77777777777778,0.009000000000000001,92.04166666666667,314,511.91900000000015
2023-01-03,3.0,8.875,1.555555555555554,10.444444444444443,0.027,90.5,823,514.8920000000002
2023-01-04,0.8,14.916666666666666,10.166666666666666,13.0,0.035,89.0,275,515.6570000000002
2023-01-05,3.0,9.833333333333334,9.444444444444445,12.222222222222223,0.029,89.20833333333333,466,518.6280000000002
2023-01-06,1.4000000000000001,8.75,9.833333333333336,11.444444444444446,0.031,90.08333333333333,766,519.9970000000002
2023-01-07,2.8,12.458333333333334,8.333333333333334,10.88888888888889,0.039,85.79166666666667,483,522.7580000000002
2023-01-08,1.0,8.958333333333334,5.055555555555556,9.777777777777779,0.039,86.79166666666667,1017,523.7190000000002
2023-01-09,1.4,11.666666666666666,6.222222222222224,8.88888888888889,0.04,82.75,445,525.0790000000002
2023-01-10,4.4,10.625,3.3888888888888897,12.166666666666666,0.022,89.25,223,529.4570000000002
2023-01-11,6.4,12.583333333333334,8.055555555555555,11.833333333333332,0.045,86.45833333333333,1000,535.8120000000002
2023-01-12,13.600000000000001,16.5,9.11111111111111,11.444444444444446,0.027,90.66666666666667,195,549.3850000000002
2023-01-13,0.4,14.208333333333334,5.777777777777778,10.388888888888891,0.064,79.5,1023,549.7210000000002
2023-01-14,5.2,13.5,5.777777777777778,12.277777777777779,0.03,87.5,150,554.8910000000002
2023-01-15,14.6,11.875,2.7222222222222214,7.888888888888891,0.043000000000000003,82.54166666666667,751,569.4480000000002
2023-01-16,27.8,14.041666666666666,3.1666666666666683,6.166666666666668,0.03,87.04166666666667,279,597.2180000000002
2023-01-17,0.0,2.75,-0.8333333333333334,4.666666666666666,0.024,83.70833333333333,1294,597.1940000000002
2023-01-18,0.0,6.083333333333333,-0.22222222222222143,5.222222222222221,0.036000000000000004,82.125,1320,597.1580000000002
2023-01-19,2.0,5.916666666666667,0.0,5.666666666666669,0.03,84.45833333333333,1201,599.1280000000003
2023-01-20,5.0,10.708333333333334,0.1666666666666651,6.222222222222224,0.037,85.70833333333333,847,604.0910000000002
2023-01-21,0.0,3.5833333333333335,-1.9444444444444446,3.9444444444444455,0.026000000000000002,88.125,1390,604.0650000000003
2023-01-22,0.0,2.875,-2.333333333333333,3.7777777777777763,0.021,89.5,1059,604.0440000000003
2023-01-23,0.0,4.291666666666667,1.5000000000000016,4.61111111111111,0.018000000000000002,89.16666666666667,747,604.0260000000003
2023-01-24,0.0,5.958333333333333,0.2777777777777778,3.055555555555556,0.014,88.625,301,604.0120000000003
2023-01-25,1.6,3.5833333333333335,-1.055555555555555,2.2777777777777786,0.006,91.29166666666667,398,605.6060000000003
2023-01-26,5.0,8.083333333333334,2.166666666666666,8.0,0.038,88.5,1363,610.5680000000003
2023-01-27,0.0,8.0,3.3888888888888897,6.611111111111111,0.036000000000000004,82.95833333333333,858,610.5320000000004
2023-01-28,0.0,1.4166666666666667,2.5,5.444444444444443,0.02,83.625,1054,610.5120000000004
2023-01-29,0.0,6.333333333333333,2.944444444444443,7.888888888888891,0.015,87.08333333333333,427,610.4970000000004
2023-01-30,0.0,10.416666666666666,3.3333333333333335,8.333333333333334,0.053000000000000005,84.29166666666667,1595,610.4440000000004
2023-01-31,0.0,7.75,2.2777777777777786,9.944444444444445,0.029,88.95833333333333,912,610.4150000000004
2023-02-01,0.0,14.75,6.500000000000002,9.11111111111111,0.066,80.04166666666667,1231,610.3490000000004
2023-02-02,0.0,12.541666666666666,7.3888888888888875,10.388888888888891,0.052000000000000005,83.95833333333333,1234,610.2970000000004
2023-02-03,0.0,12.041666666666666,8.666666666666668,11.166666666666668,0.059000000000000004,85.41666666666667,1455,610.2380000000004
2023-02-04,0.0,5.291666666666667,7.5,9.61111111111111,0.02,88.58333333333333,571,610.2180000000004
2023-02-05,1.5999999999999999,8.541666666666666,4.222222222222223,8.333333333333334,0.055,84.25,1681,611.7630000000004
2023-02-06,0.0,1.2916666666666667,-0.05555555555555635,7.555555555555556,0.032,89.58333333333333,1851,611.7310000000003
2023-02-07,0.0,1.125,-2.2222222222222223,5.777777777777778,0.033,88.0,2090,611.6980000000003
2023-02-08,0.2,0.9583333333333334,-3.3888888888888897,7.11111111111111,0.039,78.54166666666667,2112,611.8590000000003
2023-02-09,0.0,2.9166666666666665,-2.0555555555555554,6.5555555555555545,0.024,86.33333333333333,1219,611.8350000000003
2023-02-10,0.0,4.083333333333333,-1.2222222222222219,9.555555555555557,0.036000000000000004,90.58333333333333,1714,611.7990000000003
2023-02-11,0.0,4.291666666666667,4.8888888888888875,8.777777777777777,0.014,91.20833333333333,568,611.7850000000003
2023-02-12,0.0,1.8333333333333333,6.166666666666668,8.555555555555555,0.02,84.79166666666667,770,611.7650000000003
2023-02-13,0.0,2.0416666666666665,3.222222222222221,11.333333333333334,0.042,86.04166666666667,2176,611.7230000000003
2023-02-14,0.2,1.1666666666666667,0.6111111111111119,12.11111111111111,0.042,88.95833333333333,2256,611.8810000000003
2023-02-15,0.0,3.0416666666666665,-1.8888888888888882,11.722222222222223,0.042,87.375,1920,611.8390000000003
2023-02-16,0.4,7.625,5.444444444444443,11.500000000000002,0.033,89.29166666666667,865,612.2060000000002
2023-02-17,0.0,14.5,9.38888888888889,11.77777777777778,0.051000000000000004,89.95833333333333,1184,612.1550000000002
2023-02-18,0.0,14.125,9.777777777777779,12.11111111111111,0.052000000000000005,87.79166666666667,1069,612.1030000000002
2023-02-19,0.0,9.791666666666666,5.499999999999999,10.611111111111112,0.051000000000000004,84.16666666666667,1368,612.0520000000001
2023-02-20,0.0,10.583333333333334,4.8888888888888875,9.500000000000002,0.036000000000000004,89.25,841,612.0160000000002
2023-02-21,0.0,4.0,1.9444444444444446,8.38888888888889,0.017,91.20833333333333,733,611.9990000000001
2023-02-22,0.4,3.2083333333333335,2.944444444444443,9.722222222222223,0.019,92.58333333333333,898,612.3800000000001
2023-02-23,0.4,4.166666666666667,4.2777777777777795,8.499999999999998,0.031,90.375,1275,612.7490000000001
2023-02-24,0.4,6.583333333333333,1.5000000000000016,7.611111111111113,0.038,83.08333333333333,1092,613.1110000000001
2023-02-25,0.4,9.458333333333334,0.9444444444444461,7.555555555555556,0.07200000000000001,77.04166666666667,2280,613.4390000000001
2023-02-26,0.2,10.333333333333334,-0.22222222222222143,5.444444444444443,0.091,70.45833333333333,3076,613.5480000000001
2023-02-27,0.0,6.166666666666667,-2.333333333333333,6.222222222222224,0.06799999999999999,75.75,2934,613.4800000000001
2023-02-28,1.0,4.083333333333333,-0.8888888888888897,4.944444444444444,0.042,78.91666666666667,1585,614.4380000000001
2023-03-01,0.0,5.0,-2.6111111111111107,6.277777777777777,0.076,75.33333333333333,3208,614.3620000000001
2023-03-02,0.0,7.5,-0.9444444444444441,6.833333333333332,0.069,81.70833333333333,3109,614.2930000000001
2023-03-03,0.0,6.583333333333333,1.055555555555555,7.166666666666666,0.064,81.20833333333333,2859,614.2290000000002
2023-03-04,0.4,5.958333333333333,4.0555555555555545,7.666666666666665,0.047,83.5,1804,614.5820000000001
2023-03-05,2.0,3.375,2.8333333333333344,5.6111111111111125,0.022,85.79166666666667,790,616.5600000000001
2023-03-06,4.0,7.125,2.2777777777777786,7.055555555555557,0.051000000000000004,82.95833333333333,2069,620.509
2023-03-07,7.4,6.375,1.9444444444444446,6.111111111111112,0.027,89.29166666666667,1015,627.8820000000001
2023-03-08,12.600000000000001,8.291666666666666,0.22222222222222143,2.5,0.018000000000000002,93.125,904,640.464
2023-03-09,12.200000000000001,4.625,2.055555555555557,13.0,0.023,92.45833333333333,1042,652.6410000000001
