time,name,location,salinity_raw_ppm,salinity_factor,salinity_ppm,comment,sal,salinity_g.l-1,density_kg.m-3
2023-06-29,CD2-200,B200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-06-29,CD2-300,B300,,,890.0,,890.0,2.2624874150546095,1001.6160624393248
2023-06-29,CD3-150,C150,,,120.0,,120.0,0.30505448292871135,1000.2178960592348
2023-06-29,CD3-200,C200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-06-29,CD3-300,C300,,,2700.0,,2700.0,6.863725865896005,1004.9026613327828
2023-06-29,RD3-300,D150,,,55.0,,55.0,0.13981663800899272,1000.0998690271492
2023-06-29,RD3-200,D200,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2023-06-29,RD3-150,D300,,,610.0,,610.0,1.5506936215542826,1001.1076383011102
2023-06-29,RD2-150,E150,,,93.0,,93.0,0.2364172242697513,1000.1688694459069
2023-06-29,RD2-200,E200,,,270.0,,270.0,0.6863725865896005,1000.4902661332783
2023-06-29,RD2-300,E300,,,700.0,,700.0,1.7794844837508161,1001.2710603455363
2023-06-29,RD1-150,F150,,,590.0,,590.0,1.4998512077328308,1001.0713222912377
2023-06-29,RD1-200,F200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2023-06-29,RD1-300,F300,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-06-29,ND1-150,G150,,,360.0,,360.0,0.9151634487861341,1000.6536881777043
2023-06-29,ND1-200,G200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2023-06-29,ND1-300,G300,,,920.0,,920.0,2.338751035786787,1001.6705364541334
2023-06-29,ND2-150,H150,,,230.0,,230.0,0.5846877589466968,1000.4176341135334
2023-06-29,ND2-200,H200,,,960.0,,960.0,2.4404358634296908,1001.7431684738783
2023-06-29,ND2-300,H300,,,940.0,,940.0,2.3895934496082387,1001.7068524640059
2023-06-29,ND3-150,I150,,,290.0,,290.0,0.7372150004110524,1000.5265821431508
2023-06-29,ND3-200,I200,,,920.0,,920.0,2.338751035786787,1001.6705364541334
2023-06-29,ND3-300,I300,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2023-06-29,ditchCD,ditchA,,,940.0,,940.0,2.3895934496082387,1001.7068524640059
2023-06-29,ditchRD,ditchF,,,250.0,,250.0,0.6355301727681486,1000.4539501234058
2023-07-03,CD1-150,A150,,,,dry,76.0,0.1932011725215172,1000.1380008375154
2023-07-03,CD1-200,A200,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2023-07-03,CD1-300,A300,,,260.0,,260.0,0.6609513796788746,1000.472108128342
2023-07-03,CD2-150,B150,,,,dry,178.4,0.45351433128735086,1000.3239388080624
2023-07-03,CD2-200,B200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-07-03,CD2-300,B300,,,3700.0,,3700.0,9.4058465569686,1006.7184618264062
2023-07-03,CD3-150,C150,,,,dry,107.0,0.2720069139447676,1000.1942906528177
2023-07-03,CD3-200,C200,,,1900.0,,1900.0,4.8300293130379295,1003.4500209378842
2023-07-03,CD3-300,C300,,,160.0,"strange sample, doesn't smell like a X300",160.0,0.40673931057161516,1000.2905280789797
2023-07-03,RD3-300,D150,,,45.0,,45.0,0.11439543109826676,1000.0817110222131
2023-07-03,RD3-200,D200,,,91.0,,91.0,0.23133298288760612,1000.1652378449197
2023-07-03,RD3-150,D300,,,510.0,,510.0,1.2964815524470232,1000.9260582517479
2023-07-03,RD2-150,E150,,,80.0,,80.0,0.20336965528580758,1000.1452640394899
2023-07-03,RD2-200,E200,,,360.0,,360.0,0.9151634487861341,1000.6536881777043
2023-07-03,RD2-300,E300,,,490.0,,490.0,1.2456391386255712,1000.8897422418754
2023-07-03,RD1-150,F150,,,680.0,,680.0,1.7286420699293643,1001.2347443356638
2023-07-03,RD1-200,F200,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2023-07-03,RD1-300,F300,,,1900.0,,1900.0,4.8300293130379295,1003.4500209378842
2023-07-03,ND1-150,G150,,,490.0,,490.0,1.2456391386255712,1000.8897422418754
2023-07-03,ND1-200,G200,,,690.0,,690.0,1.7540632768400901,1001.2529023406
2023-07-03,ND1-300,G300,,,190.0,strange...,190.0,0.48300293130379296,1000.3450020937885
2023-07-03,ND2-150,H150,,,300.0,,300.0,0.7626362073217784,1000.5447401480869
2023-07-03,ND2-200,H200,,,900.0,,900.0,2.287908621965335,1001.6342204442609
2023-07-03,ND2-300,H300,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2023-07-03,ND3-150,I150,,,390.0,,390.0,0.9914270695183119,1000.7081621925131
2023-07-03,ND3-200,I200,,,950.0,,950.0,2.4150146565189647,1001.7250104689422
2023-07-03,ND3-300,I300,,,880.0,,880.0,2.2370662081438835,1001.5979044343885
2023-07-03,ditchCD,ditchA,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2023-07-03,ditchRD,ditchF,,,510.0,,510.0,1.2964815524470232,1000.9260582517479
2023-08-02,CD1-150,A150,,,,dry,71.0,0.18049056906615418,1000.1289218350472
2023-08-02,CD1-200,A200,,,150.0,,150.0,0.3813181036608892,1000.2723700740435
2023-08-02,CD1-300,A300,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-08-02,CD2-150,B150,,,,dry,146.8,0.37318331744945693,1000.2665595124639
2023-08-02,CD2-200,B200,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2023-08-02,CD2-300,B300,,,1800.0,,1800.0,4.57581724393067,1003.2684408885219
2023-08-02,CD3-150,C150,,,,dry,94.0,0.2389593449608239,1000.1706852464006
2023-08-02,CD3-200,C200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-08-02,CD3-300,C300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2023-08-02,RD3-300,D150,,,,dry,38.75,0.09850717677906304,1000.0703622691279
2023-08-02,RD3-200,D200,,,140.0,,140.0,0.3558968967501633,1000.2542120691072
2023-08-02,RD3-150,D300,,,520.0,,520.0,1.3219027593577493,1000.9442162566841
2023-08-02,RD2-150,E150,,,,dry,64.75,0.1646023147469505,1000.1175730819621
2023-08-02,RD2-200,E200,,,420.0,,420.0,1.0676906902504897,1000.7626362073217
2023-08-02,RD2-300,E300,,,500.0,,500.0,1.2710603455362972,1000.9079002468117
2023-08-02,RD1-150,F150,,,770.0,,770.0,1.9574329321258979,1001.39816638009
2023-08-02,RD1-200,F200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-08-02,RD1-300,F300,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2023-08-02,ND1-150,G150,,,460.0,,460.0,1.1693755178933936,1000.8352682270668
2023-08-02,ND1-200,G200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2023-08-02,ND1-300,G300,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2023-08-02,ND2-150,H150,,,,dry,233.5,0.5935851813654508,1000.4239894152611
2023-08-02,ND2-200,H200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2023-08-02,ND2-300,H300,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2023-08-02,ND3-150,I150,,,410.0,,410.0,1.0422694833397639,1000.7444782023855
2023-08-02,ND3-200,I200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2023-08-02,ND3-300,I300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2023-08-02,ditchCD,ditchA,,,380.0,,380.0,0.9660058626075859,1000.6900041875768
2023-08-02,ditchRD,ditchF,,,330.0,,330.0,0.8388998280539562,1000.5992141628957
2023-09-06,CD1-150,A150,,,,dry,66.0,0.16777996561079125,1000.1198428325791
2023-09-06,CD1-200,A200,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2023-09-06,CD1-300,A300,,,2100.0,,2100.0,5.338453451252448,1003.8131810366089
2023-09-06,CD2-150,B150,,,,dry,115.19999999999999,0.2928523036115629,1000.2091802168654
2023-09-06,CD2-200,B200,,,1900.0,,1900.0,4.8300293130379295,1003.4500209378842
2023-09-06,CD2-300,B300,,,650.0,strange?! but checked twice,650.0,1.6523784491971865,1001.1802703208551
2023-09-06,CD3-150,C150,,,,dry,81.0,0.20591177597688018,1000.1470798399835
2023-09-06,CD3-200,C200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2023-09-06,CD3-300,C300,,,510.0,strange! but checked twice,510.0,1.2964815524470232,1000.9260582517479
2023-09-06,RD3-300,D150,,,,dry,32.5,0.08261892245985933,1000.0590135160428
2023-09-06,RD3-200,D200,,,120.0,,120.0,0.30505448292871135,1000.2178960592348
2023-09-06,RD3-150,D300,,,470.0,,470.0,1.1947967248041194,1000.8534262320029
2023-09-06,RD2-150,E150,,,,dry,49.5,0.12583497420809345,1000.0898821244343
2023-09-06,RD2-200,E200,,,480.0,,480.0,1.2202179317148454,1000.8715842369392
2023-09-06,RD2-300,E300,,,660.0,,660.0,1.6777996561079125,1001.1984283257914
2023-09-06,RD1-150,F150,,,670.0,,670.0,1.7032208630186385,1001.2165863307276
2023-09-06,RD1-200,F200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2023-09-06,RD1-300,F300,,,2500.0,,2500.0,6.3553017276814865,1004.5395012340582
2023-09-06,ND1-150,G150,,,310.0,,310.0,0.7880574142325043,1000.5628981530232
2023-09-06,ND1-200,G200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2023-09-06,ND1-300,G300,,,1800.0,,1800.0,4.57581724393067,1003.2684408885219
2023-09-06,ND2-150,H150,,,,dry,167.0,0.4245341554091233,1000.3032386824351
2023-09-06,ND2-200,H200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2023-09-06,ND2-300,H300,,,1000.0,,1000.0,2.5421206910725944,1001.8158004936233
2023-09-06,ND3-150,I150,,,360.0,,360.0,0.9151634487861341,1000.6536881777043
2023-09-06,ND3-200,I200,,,650.0,,650.0,1.6523784491971865,1001.1802703208551
2023-09-06,ND3-300,I300,,,1500.0,,1500.0,3.8131810366088916,1002.7237007404349
2023-09-06,ditchCD,ditchA,,,210.0,,210.0,0.5338453451252448,1000.3813181036609
2023-09-06,ditchRD,ditchF,,,710.0,,710.0,1.8049056906615422,1001.2892183504725
2023-10-04,CD1-150,A150,,,,dry,61.0,0.15506936215542827,1000.1107638301111
2023-10-04,CD1-200,A200,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2023-10-04,CD1-300,A300,,,410.0,,410.0,1.0422694833397639,1000.7444782023855
2023-10-04,CD2-150,B150,,,,dry,83.6,0.2125212897736689,1000.151800921267
2023-10-04,CD2-200,B200,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2023-10-04,CD2-300,B300,,,3100.0,,3100.0,7.8805741423250435,1005.6289815302322
2023-10-04,CD3-150,C150,,,,dry,68.0,0.17286420699293645,1000.1234744335663
2023-10-04,CD3-200,C200,,,1800.0,,1800.0,4.57581724393067,1003.2684408885219
2023-10-04,CD3-300,C300,,,690.0,strange but measured twice,690.0,1.7540632768400901,1001.2529023406
2023-10-04,RD3-300,D150,,,,dry,26.25,0.0667306681406556,1000.0476647629577
2023-10-04,RD3-200,D200,,,100.0,,100.0,0.25421206910725946,1000.1815800493623
2023-10-04,RD3-150,D300,,,400.0,,400.0,1.0168482764290379,1000.7263201974494
2023-10-04,RD2-150,E150,,,,dry,34.25,0.08706763366923637,1000.0621911669066
2023-10-04,RD2-200,E200,,,520.0,,520.0,1.3219027593577493,1000.9442162566841
2023-10-04,RD2-300,E300,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2023-10-04,RD1-150,F150,,,760.0,,760.0,1.9320117252151718,1001.3800083751537
2023-10-04,RD1-200,F200,,,1800.0,,1800.0,4.57581724393067,1003.2684408885219
2023-10-04,RD1-300,F300,,,1900.0,,1900.0,4.8300293130379295,1003.4500209378842
2023-10-04,ND1-150,G150,,,360.0,,360.0,0.9151634487861341,1000.6536881777043
2023-10-04,ND1-200,G200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2023-10-04,ND1-300,G300,,,760.0,strange bur measured twice,760.0,1.9320117252151718,1001.3800083751537
2023-10-04,ND2-150,H150,,,,dry,100.5,0.2554831294527958,1000.1824879496091
2023-10-04,ND2-200,H200,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2023-10-04,ND2-300,H300,,,870.0,,870.0,2.2116450012331574,1001.5797464294523
2023-10-04,ND3-150,I150,,,,dry,215.5,0.5478270089261441,1000.3913050063758
2023-10-04,ND3-200,I200,,,680.0,,680.0,1.7286420699293643,1001.2347443356638
2023-10-04,ND3-300,I300,,,1000.0,,1000.0,2.5421206910725944,1001.8158004936233
2023-10-04,ditchCD,ditchA,,,570.0,,570.0,1.449008793911379,1001.0350062813653
2023-10-04,ditchRD,ditchF,,,390.0,,390.0,0.9914270695183119,1000.7081621925131
2023-11-14,CD1-150,A150,,,56.0,,56.0,0.14235875870006529,1000.1016848276429
2023-11-14,CD1-200,A200,,,56.0,,56.0,0.14235875870006529,1000.1016848276429
2023-11-14,CD1-300,A300,,,2100.0,,2100.0,5.338453451252448,1003.8131810366089
2023-11-14,CD2-150,B150,,,52.0,,52.0,0.13219027593577493,1000.0944216256684
2023-11-14,CD2-200,B200,,,560.0,,560.0,1.4235875870006531,1001.0168482764291
2023-11-14,CD2-300,B300,,,3600.0,,3600.0,9.15163448786134,1006.5368817770438
2023-11-14,CD3-150,C150,,,55.0,,55.0,0.13981663800899272,1000.0998690271492
2023-11-14,CD3-200,C200,,,640.0,switched between X200 en X300 because of the smell,640.0,1.6269572422864607,1001.1621123159189
2023-11-14,CD3-300,C300,,,2000.0,switched between X200 en X300 because of the smell,2000.0,5.084241382145189,1003.6316009872465
2023-11-14,RD3-300,D150,,,20.0,,20.0,0.050842413821451896,1000.0363160098725
2023-11-14,RD3-200,D200,,,150.0,,150.0,0.3813181036608892,1000.2723700740435
2023-11-14,RD3-150,D300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2023-11-14,RD2-150,E150,,,19.0,,19.0,0.0483002931303793,1000.0345002093788
2023-11-14,RD2-200,E200,,,72.0,,72.0,0.1830326897572268,1000.1307376355409
2023-11-14,RD2-300,E300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2023-11-14,RD1-150,F150,,,210.0,,210.0,0.5338453451252448,1000.3813181036609
2023-11-14,RD1-200,F200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2023-11-14,RD1-300,F300,,,2400.0,,2400.0,6.101089658574227,1004.3579211846959
2023-11-14,ND1-150,G150,,,61.0,,61.0,0.15506936215542827,1000.1107638301111
2023-11-14,ND1-200,G200,,,1500.0,,1500.0,3.8131810366088916,1002.7237007404349
2023-11-14,ND1-300,G300,,,2700.0,,2700.0,6.863725865896005,1004.9026613327828
2023-11-14,ND2-150,H150,,,34.0,,34.0,0.08643210349646822,1000.0617372167832
2023-11-14,ND2-200,H200,,,640.0,,640.0,1.6269572422864607,1001.1621123159189
2023-11-14,ND2-300,H300,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2023-11-14,ND3-150,I150,,,71.0,,71.0,0.18049056906615418,1000.1289218350472
2023-11-14,ND3-200,I200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2023-11-14,ND3-300,I300,,,2000.0,,2000.0,5.084241382145189,1003.6316009872465
2023-11-14,ditchCD,ditchA,,,450.0,,450.0,1.1439543109826675,1000.8171102221305
2023-11-14,ditchRD,ditchF,,,100.0,,100.0,0.25421206910725946,1000.1815800493623
2023-12-12,CD1-150,A150,,,43.0,Before pumping (artificially put one day earlier),43.0,0.10931118971612155,1000.0780794212258
2023-12-12,CD1-200,A200,,,50.0,Before pumping (artificially put one day earlier),50.0,0.12710603455362973,1000.0907900246812
2023-12-12,CD1-300,A300,,,1900.0,Before pumping (artificially put one day earlier),1900.0,4.8300293130379295,1003.4500209378842
2023-12-12,CD2-150,B150,,,35.0,Before pumping (artificially put one day earlier),35.0,0.08897422418754082,1000.0635530172768
2023-12-12,CD2-200,B200,,,240.0,Before pumping (artificially put one day earlier),240.0,0.6101089658574227,1000.4357921184696
2023-12-12,CD2-300,B300,,,280.0,Before pumping (artificially put one day earlier),280.0,0.7117937935003266,1000.5084241382145
2023-12-12,CD3-150,C150,,,32.0,Before pumping (artificially put one day earlier),32.0,0.08134786211432303,1000.058105615796
2023-12-12,CD3-200,C200,,,120.0,Before pumping (artificially put one day earlier),120.0,0.30505448292871135,1000.2178960592348
2023-12-12,CD3-300,C300,,,560.0,Before pumping (artificially put one day earlier),560.0,1.4235875870006531,1001.0168482764291
2023-12-12,RD3-150,D150,,,21.0,Before pumping (artificially put one day earlier),21.0,0.05338453451252449,1000.038131810366
2023-12-12,RD3-200,D200,,,120.0,Before pumping (artificially put one day earlier),120.0,0.30505448292871135,1000.2178960592348
2023-12-12,RD3-300,D300,,,1100.0,Before pumping (artificially put one day earlier),1100.0,2.796332760179854,1001.9973805429856
2023-12-12,RD2-150,E150,,,34.0,Before pumping. Sample with a lot of sediments ,34.0,0.08643210349646822,1000.0617372167832
2023-12-12,RD2-200,E200,,,53.0,Before pumping (artificially put one day earlier),53.0,0.13473239662684752,1000.096237426162
2023-12-12,RD2-300,E300,,,800.0,Before pumping (artificially put one day earlier),800.0,2.0336965528580757,1001.4526403948986
2023-12-12,RD1-150,F150,,,51.0,Before pumping (artificially put one day earlier),51.0,0.1296481552447023,1000.0926058251748
2023-12-12,RD1-200,F200,,,380.0,Before pumping (artificially put one day earlier),380.0,0.9660058626075859,1000.6900041875768
2023-12-12,RD1-300,F300,,,1100.0,Before pumping (artificially put one day earlier),1100.0,2.796332760179854,1001.9973805429856
2023-12-12,ND1-150,G150,,,19.0,Before pumping (artificially put one day earlier),19.0,0.0483002931303793,1000.0345002093788
2023-12-12,ND1-200,G200,,,1300.0,Before pumping (artificially put one day earlier),1300.0,3.304756898394373,1002.3605406417103
2023-12-12,ND1-300,G300,,,1500.0,Before pumping (artificially put one day earlier),1500.0,3.8131810366088916,1002.7237007404349
2023-12-12,ND2-150,H150,,,64.0,Before pumping (artificially put one day earlier),64.0,0.16269572422864606,1000.1162112315919
2023-12-12,ND2-200,H200,,,390.0,Before pumping (artificially put one day earlier),390.0,0.9914270695183119,1000.7081621925131
2023-12-12,ND2-300,H300,,,810.0,Before pumping (artificially put one day earlier),810.0,2.0591177597688017,1001.4707983998348
2023-12-12,ND3-150,I150,,,110.0,Before pumping (artificially put one day earlier),110.0,0.27963327601798543,1000.1997380542986
2023-12-12,ND3-200,I200,,,440.0,Before pumping (artificially put one day earlier),440.0,1.1185331040719417,1000.7989522171943
2023-12-12,ND3-300,I300,,,1400.0,Before pumping (artificially put one day earlier),1400.0,3.5589689675016323,1002.5421206910726
2023-12-12,ditchCD,ditchA,,,390.0,Before pumping. Sample with a lot of sediments and dark,390.0,0.9914270695183119,1000.7081621925131
2023-12-12,ditchRD,ditchF,,,130.0,Before pumping (artificially put one day earlier),130.0,0.3304756898394373,1000.2360540641711
2023-12-12,drainCD,,,,95.0,Before pumping (artificially put one day earlier),95.0,0.24150146565189648,1000.1725010468942
2023-12-13,CD1-150,A150,,,44.0,After pumping ,44.0,0.11185331040719415,1000.0798952217194
2023-12-13,CD1-200,A200,,,47.0,After pumping ,47.0,0.11947967248041196,1000.0853426232003
2023-12-13,CD1-300,A300,,,1500.0,After pumping ,1500.0,3.8131810366088916,1002.7237007404349
2023-12-13,CD2-150,B150,,,57.0,After pumping ,57.0,0.14490087939113788,1000.1035006281365
2023-12-13,CD2-200,B200,,,300.0,After pumping ,300.0,0.7626362073217784,1000.5447401480869
2023-12-13,CD2-300,B300,,,1200.0,After pumping ,1200.0,3.0505448292871136,1002.178960592348
2023-12-13,CD3-150,C150,,,31.0,After pumping ,31.0,0.07880574142325043,1000.0562898153023
2023-12-13,CD3-200,C200,,,560.0,After pumping ,560.0,1.4235875870006531,1001.0168482764291
2023-12-13,CD3-300,C300,,,280.0,After pumping ,280.0,0.7117937935003266,1000.5084241382145
2023-12-13,RD3-150,D150,,,18.0,After pumping ,18.0,0.0457581724393067,1000.0326844088852
2023-12-13,RD3-200,D200,,,44.0,After pumping ,44.0,0.11185331040719415,1000.0798952217194
2023-12-13,RD3-300,D300,,,700.0,After pumping ,700.0,1.7794844837508161,1001.2710603455363
2023-12-13,RD2-150,E150,,,18.0,After pumping ,18.0,0.0457581724393067,1000.0326844088852
2023-12-13,RD2-200,E200,,,100.0,After pumping. Sample with a lot of sediments ,100.0,0.25421206910725946,1000.1815800493623
2023-12-13,RD2-300,E300,,,130.0,After pumping ,130.0,0.3304756898394373,1000.2360540641711
2023-12-13,RD1-150,F150,,,53.0,After pumping ,53.0,0.13473239662684752,1000.096237426162
2023-12-13,RD1-200,F200,,,130.0,After pumping ,130.0,0.3304756898394373,1000.2360540641711
2023-12-13,RD1-300,F300,,,250.0,After pumping ,250.0,0.6355301727681486,1000.4539501234058
2023-12-13,ND1-150,G150,,,17.0,After pumping ,17.0,0.04321605174823411,1000.0308686083916
2023-12-13,ND1-200,G200,,,680.0,After pumping ,680.0,1.7286420699293643,1001.2347443356638
2023-12-13,ND1-300,G300,,,580.0,After pumping ,580.0,1.4744300008221047,1001.0531642863015
2023-12-13,ND2-150,H150,,,24.0,After pumping ,24.0,0.06101089658574227,1000.0435792118469
2023-12-13,ND2-200,H200,,,97.0,After pumping ,97.0,0.2465857070340417,1000.1761326478814
2023-12-13,ND2-300,H300,,,430.0,After pumping ,430.0,1.0931118971612157,1000.780794212258
2023-12-13,ND3-150,I150,,,100.0,After pumping ,100.0,0.25421206910725946,1000.1815800493623
2023-12-13,ND3-200,I200,,,82.0,After pumping ,82.0,0.20845389666795275,1000.1488956404771
2023-12-13,ND3-300,I300,,,230.0,After pumping ,230.0,0.5846877589466968,1000.4176341135334
2024-02-09,ditchCD,ditchA,,,330.0,,330.0,0.8388998280539562,1000.5992141628957
2024-02-09,ditchRD,ditchF,,,110.0,,110.0,0.27963327601798543,1000.1997380542986
2024-02-09,drainCD,,,,71.0,,71.0,0.18049056906615418,1000.1289218350472
2024-02-09,drainRD,,,,90.0,,90.0,0.22879086219653352,1000.163422044426
2024-02-09,CD1-150,A150,,,28.0,,28.0,0.07117937935003264,1000.0508424138214
2024-02-09,CD1-200,A200,,,31.0,,31.0,0.07880574142325043,1000.0562898153023
2024-02-09,CD1-300,A300,,,2600.0,,2600.0,6.609513796788746,1004.7210812834205
2024-02-09,CD2-150,B150,,,81.0,,81.0,0.20591177597688018,1000.1470798399835
2024-02-09,CD2-200,B200,,,470.0,,470.0,1.1947967248041194,1000.8534262320029
2024-02-09,CD2-300,B300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-02-09,CD3-150,C150,,,28.0,,28.0,0.07117937935003264,1000.0508424138214
2024-02-09,CD3-200,C200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2024-02-09,CD3-300,C300,,,2600.0,,2600.0,6.609513796788746,1004.7210812834205
2024-02-09,RD3-150,D150,,,47.0,,47.0,0.11947967248041196,1000.0853426232003
2024-02-09,RD3-200,D200,,,100.0,,100.0,0.25421206910725946,1000.1815800493623
2024-02-09,RD3-300,D300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-02-09,RD2-150,E150,,,21.0,,21.0,0.05338453451252449,1000.038131810366
2024-02-09,RD2-200,E200,,,42.0,,42.0,0.10676906902504898,1000.0762636207322
2024-02-09,RD2-300,E300,,,320.0,,320.0,0.8134786211432303,1000.5810561579594
2024-02-09,RD1-150,F150,,,27.0,,27.0,0.06863725865896005,1000.0490266133278
2024-02-09,RD1-200,F200,,,170.0,,170.0,0.4321605174823411,1000.308686083916
2024-02-09,RD1-300,F300,,,2800.0,,2800.0,7.1179379350032645,1005.0842413821451
2024-02-09,ND1-150,G150,,,41.0,,41.0,0.10422694833397637,1000.0744478202386
2024-02-09,ND1-200,G200,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-02-09,ND1-300,G300,,,3200.0,,3200.0,8.134786211432303,1005.8105615795945
2024-02-09,ND2-150,H150,,,32.0,,32.0,0.08134786211432303,1000.058105615796
2024-02-09,ND2-200,H200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-02-09,ND2-300,H300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-02-09,ND3-150,I150,,,21.0,,21.0,0.05338453451252449,1000.038131810366
2024-02-09,ND3-200,I200,,,670.0,,670.0,1.7032208630186385,1001.2165863307276
2024-02-09,ND3-300,I300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-03-19,ditchCD,ditchA,,,260.0,,260.0,0.6609513796788746,1000.472108128342
2024-03-19,ditchRD,ditchF,,,320.0,,320.0,0.8134786211432303,1000.5810561579594
2024-03-19,drainCD,,,,150.0,,150.0,0.3813181036608892,1000.2723700740435
2024-03-19,drainRD,,,,190.0,,190.0,0.48300293130379296,1000.3450020937885
2024-03-19,CD1-150,A150,,,43.0,,43.0,0.10931118971612155,1000.0780794212258
2024-03-19,CD1-200,A200,,,33.0,,33.0,0.08388998280539563,1000.0599214162895
2024-03-19,CD1-300,A300,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2024-03-19,CD2-150,B150,,,83.0,,83.0,0.21099601735902537,1000.1507114409708
2024-03-19,CD2-200,B200,,,640.0,,640.0,1.6269572422864607,1001.1621123159189
2024-03-19,CD2-300,B300,,,2300.0,,2300.0,5.846877589466968,1004.1763411353336
2024-03-19,CD3-150,C150,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2024-03-19,CD3-200,C200,,,440.0,,440.0,1.1185331040719417,1000.7989522171943
2024-03-19,CD3-300,C300,,,600.0,,600.0,1.5252724146435568,1001.089480296174
2024-03-19,RD3-150,D150,,,23.0,,23.0,0.05846877589466967,1000.0417634113534
2024-03-19,RD3-200,D200,,,70.0,,70.0,0.17794844837508164,1000.1271060345537
2024-03-19,RD3-300,D300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-03-19,RD2-150,E150,,,32.0,,32.0,0.08134786211432303,1000.058105615796
2024-03-19,RD2-200,E200,,,73.0,,73.0,0.1855748104482994,1000.1325534360345
2024-03-19,RD2-300,E300,,,320.0,,320.0,0.8134786211432303,1000.5810561579594
2024-03-19,RD1-150,F150,,,85.0,,85.0,0.21608025874117054,1000.154343041958
2024-03-19,RD1-200,F200,,,490.0,,490.0,1.2456391386255712,1000.8897422418754
2024-03-19,RD1-300,F300,,,820.0,,820.0,2.0845389666795278,1001.4889564047711
2024-03-19,ND1-150,G150,,,65.0,,65.0,0.16523784491971866,1000.1180270320855
2024-03-19,ND1-200,G200,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-03-19,ND1-300,G300,,,850.0,strange,850.0,2.1608025874117054,1001.5434304195797
2024-03-19,ND2-150,H150,,,59.0,,59.0,0.14998512077328305,1000.1071322291237
2024-03-19,ND2-200,H200,,,600.0,,600.0,1.5252724146435568,1001.089480296174
2024-03-19,ND2-300,H300,,,2100.0,,2100.0,5.338453451252448,1003.8131810366089
2024-03-19,ND3-150,I150,,,150.0,,150.0,0.3813181036608892,1000.2723700740435
2024-03-19,ND3-200,I200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-03-19,ND3-300,I300,,,510.0,strange,510.0,1.2964815524470232,1000.9260582517479
2024-04-16,ditchCD,ditchA,,,200.0,,200.0,0.5084241382145189,1000.3631600987246
2024-04-16,ditchRD,ditchF,,,170.0,,170.0,0.4321605174823411,1000.308686083916
2024-04-16,drainCD,,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
