Z,2022-10-06 00:00:00,2022-12-01 00:00:00,2023-01-19 00:00:00,2023-02-08 00:00:00,2023-03-08 00:00:00
-0.68,97.13147166311386,65.36411703661203,98.5544510907321,101.39748349493256,98.06761974425211
-0.67,97.03641648190997,67.81483349331349,97.36870306553891,104.42685888688048,100.86396764054223
-0.66,96.77523460034335,60.33509453971401,99.75440596007327,103.79690174956697,99.40239007457166
-0.64,95.15856732443893,65.87791410836563,96.93346152993533,93.41248963766486,91.89929993172312
-0.63,101.1675416365957,83.30924077784618,103.11984008722908,103.08490119080282,98.05342668031686
-0.61,100.17970706937928,82.91991315525654,101.81746358582096,101.61693880163972,98.54220819845168
-0.6,97.58148698975339,68.17506176547734,100.55829335890209,103.32070900538761,98.625827406569
-0.59,100.70605038567133,79.64100595310282,102.6264987832971,101.17136781147562,96.74568096265875
-0.58,96.79785255644771,72.8913766301456,98.78555822097343,100.05291101253218,98.0415632481022
-0.57,98.42174052940796,75.41892251604887,103.1409118370254,102.99637414278048,99.13169495062019
-0.56,95.5545722917334,68.43874700763175,90.99339717884376,92.31204432237082,92.54600241664933
-0.55,95.8878554354376,66.98035793815646,93.401658196841,90.23150493370895,91.2291290408477
-0.54,95.7290552452634,59.736647022031214,93.09315369439778,90.18145435858526,91.71468124504221
-0.53,94.7031392501993,63.69689060348932,93.05323610368207,96.54262732357229,96.53596276031419
-0.52,94.55595771703386,63.639672060588175,91.18145824590256,94.1762655032553,95.55186439306063
-0.5,97.22618738928408,67.57632628366842,94.23871274723375,89.59082038873332,89.39314073566479
-0.49,95.5959148121902,65.27527267030474,93.69692452661997,90.22133164400219,91.62594602529224
-0.48,95.9909718652844,70.75835163381241,95.24063913958493,93.72343062892321,93.60338717550832
-0.47,94.27516747880215,63.83361962354507,89.70604817661021,88.4553531519592,92.17274873469836
-0.46,91.24246134708503,59.52058190180203,86.47542021706874,79.67567794069545,83.93153814633807
-0.42,95.71573017348874,61.629913651652345,91.6077939472992,86.30760127275504,88.90153752200709
-0.4,93.87064865067529,67.10776548007024,89.3527938889342,85.69443483100625,87.51941976991364
-0.39,93.21949424356654,64.2582144402749,85.97115957535719,83.1774200605218,85.84864580790457
-0.38,92.70062270898991,58.82354711937886,86.673886410294,84.92188954353426,88.62934496666708
-0.37,90.85764154377439,68.59784331720716,85.21040201031431,79.51083586784992,81.4697305913315
-0.36,95.81036984545914,56.867606046227415,90.46840440375354,84.82179866443269,87.14816354452671
-0.35,94.69442230170093,62.20466681027432,88.757089435257,84.85486642847107,86.0008147516725
-0.34,94.61791100891278,71.27798273103733,87.54393861045544,82.38901291158106,84.0149448242412
-0.32,92.32711331891839,59.60160671812852,83.74575657305684,78.90180811063318,80.72617791891982
-0.3,95.1253071431928,58.82262590055606,87.09138729625715,82.12921433641324,86.67080803800398
-0.29,91.46243888687854,58.28358737227492,85.30938757475676,82.41845132943288,84.7311574699347
-0.28,93.42891277579275,53.84950586435948,86.2836263915397,81.21897969078923,82.53441954755483
-0.27,92.8133313430343,61.52099980810802,85.18421648815439,80.05966123082848,80.34171951231522
-0.26,89.45178252353654,47.872882257544276,78.89784170148813,75.03501771855504,79.7847867814022
-0.25,88.36695684075357,63.26499717947005,78.6093906494013,72.86641710389043,71.48714647661029
-0.24,87.20799962012879,58.44884368559027,76.5590475684499,70.96755432664135,70.70464936454371
-0.17,91.13152820385915,60.199312785435005,78.06433012204961,72.03273186213791,72.46541711349994
-0.16,91.48964385110764,52.83845948812425,81.37032738505489,77.89451397988259,77.17379411790691
-0.15,88.22758977311658,51.84427526225949,81.63851320698986,78.78296932448875,72.90672613868736
-0.14,91.0527631279309,54.311594565024784,82.44952028574068,78.28424523009163,75.8347960865381
-0.13,87.68542731016454,45.38878514078383,76.1194737576838,70.74987085313214,71.79365041469377
-0.12,86.45480761700905,54.08488167343167,74.94262631827031,70.05638350863185,65.7376996262896
-0.09,89.09835333629803,50.13868940455843,75.40472322757033,74.40275045006035,72.62084561149265
-0.08,87.87400493890776,52.58852719371074,78.77580118379898,77.6007888470792,74.02113591971413
-0.07,90.70261768583622,49.68609377694758,81.75496079084942,75.92796036365118,71.08939895095787
-0.06,88.74438427003915,52.33891157033076,82.65377310398318,79.01505245006986,76.90470477118734
-0.05,86.26703155762175,59.13136538460802,74.6137928416711,65.20734164360665,60.16213135688926
